fiscal_year,Query_Run,Customer,SubCustomer,productorservicearea,FundingMechanismClassification,SumOfobligatedAmount,SumOfnumberOfActions
2011,08:22.5,Defense,Navy,ERS,Fixed Price Level of Effort,582347.5,9
2011,08:22.5,Defense,Navy,ERS,Fixed Price with Economic Price Adjustment,145932490.2,150
2011,08:22.5,Defense,Navy,ERS,Time and Materials,55553129.09,393
2011,08:22.5,Defense,Navy,FRS&C,Fixed Price Award Fee,318747877.6,361
2011,08:22.5,Defense,Navy,FRS&C,Fixed Price Redetermination,606514.46,16
2011,08:22.5,Defense,Navy,Fuels,Fixed Price with Economic Price Adjustment,579850.52,17
2011,08:22.5,Defense,Navy,Ground Vehicles,Firm Fixed Price,3332586609,3244
2011,08:22.5,Defense,Navy,ICT,Cost No Fee,33516672.71,336
2011,08:22.5,Defense,Navy,ICT,Labor Hours,5796521.37,57
2011,08:22.5,Defense,Navy,Launchers & Munitions,Cost Plus Incentive,74807160,25
2011,08:22.5,Defense,Navy,MED,Labor Hours,275239.73,22
2011,08:22.5,Defense,Navy,Missiles & Space,Cost Plus Incentive,165654788,65
2011,08:22.5,Defense,Navy,Other,Combination (two or more),126717162.9,131
2011,08:22.5,Defense,Navy,Other,Cost Sharing,22360.88,4
2011,08:22.5,Defense,Navy,Other,Fixed Price Incentive,13136341.4,4
2011,08:22.5,Defense,Navy,Other,Fixed Price Level of Effort,1083994.64,3
2011,08:22.5,Defense,Navy,Other,Fixed Price with Economic Price Adjustment,5883055.97,100
2011,08:22.5,Defense,Navy,Other,Not Reported,-4121.12,5
2011,08:22.5,Defense,Navy,PAMS,Cost Plus Incentive,230512793,304
2011,08:22.5,Defense,Navy,PAMS,Fixed Price Award Fee,4963356.81,33
2011,08:22.5,Defense,Navy,R&D,Cost Plus Incentive,1182964320,192
2011,08:22.5,Defense,Navy,R&D,Cost Sharing,5894491.98,17
2011,08:22.5,Defense,Navy,R&D,Fixed Price Award Fee,999990.98,3
2011,08:22.5,Defense,Navy,Ships,Cost Plus Award Fee,370530887,860
2011,08:22.5,Defense,Navy,Ships,Cost Plus Fixed Fee,1204902062,828
2011,08:22.5,Defense,Navy,Ships,Order Dependent (IDV only),0,NULL
2011,08:22.5,Defense,Other DoD,Aircraft,Firm Fixed Price,667880233.5,2636
2011,08:22.5,Defense,Other DoD,Aircraft,Fixed Price Redetermination,0,2
2011,08:22.5,Defense,Other DoD,Electronics & Communications,Cost Plus Incentive,-5222761.42,13
2011,08:22.5,Defense,Other DoD,Electronics & Communications,Fixed Price with Economic Price Adjustment,95971.08,4
2011,08:22.5,Defense,Other DoD,Engines & Power Plants,Cost Plus Fixed Fee,-2022280.69,10
2011,08:22.5,Defense,Other DoD,Engines & Power Plants,Firm Fixed Price,-8913652.4,629
2011,08:22.5,Defense,Other DoD,ERS,Cost Plus Fixed Fee,-15285760.31,1213
2011,08:22.5,Defense,Other DoD,FRS&C,Time and Materials,304396.11,66
2011,08:22.5,Defense,Other DoD,Fuels,Firm Fixed Price,453391.49,4
2011,08:22.5,Defense,Other DoD,ICT,Order Dependent (IDV only),0,NULL
2011,08:22.5,Defense,Other DoD,Launchers & Munitions,Fixed Price Redetermination,-131698.12,1
2011,08:22.5,Defense,Other DoD,Missiles & Space,Firm Fixed Price,-4110740.28,55
2011,08:22.5,Defense,Other DoD,Missiles & Space,Fixed Price Redetermination,-567195.26,1
2011,08:22.5,Defense,Other DoD,Other,Cost Plus Fixed Fee,-1701651.53,21
2011,08:22.5,Defense,Other DoD,PAMS,Firm Fixed Price,3617413498,11173
2011,08:22.5,Defense,Other DoD,R&D,Firm Fixed Price,76883053.01,633
2011,08:22.5,Defense,Navy,ERS,Fixed Price Award Fee,90567918.63,67
2011,08:22.5,Defense,Navy,ERS,Fixed Price Redetermination,49798507.53,78
2011,08:22.5,Defense,Navy,FRS&C,Cost Sharing,262491.43,8
2011,08:22.5,Defense,Navy,ICT,Firm Fixed Price,2145327989,25027
2011,08:22.5,Defense,Navy,Launchers & Munitions,Time and Materials,726863.38,9
2011,08:22.5,Defense,Navy,MED,Combination (two or more),504210.24,4
2011,08:22.5,Defense,Navy,MED,Time and Materials,0,1
2011,08:22.5,Defense,Navy,Missiles & Space,Combination (two or more),312459066.9,62
2011,08:22.5,Defense,Navy,Missiles & Space,Time and Materials,4471790.96,53
2011,08:22.5,Defense,Navy,Other,Cost Plus Incentive,65516873,21
2011,08:22.5,Defense,Navy,Other,Fixed Price Award Fee,565612.12,37
2011,08:22.5,Defense,Navy,PAMS,Cost Plus Award Fee,785980590,3207
2011,08:22.5,Defense,Navy,PAMS,Fixed Price Level of Effort,32777343.14,250
2011,08:22.5,Defense,Navy,PAMS,Order Dependent (IDV only),0,NULL
2011,08:22.5,Defense,Navy,R&D,Fixed Price Incentive,299626583.5,58
2011,08:22.5,Defense,Navy,Ships,Time and Materials,47740.39,21
2011,08:22.5,Defense,Other DoD,Aircraft,Combination (two or more),1582350.37,16
2011,08:22.5,Defense,Other DoD,Aircraft,Fixed Price Incentive,-16600853.41,18
2011,08:22.5,Defense,Other DoD,Clothing & Subsistence,Cost Plus Fixed Fee,773598,1
2011,08:22.5,Defense,Other DoD,Clothing & Subsistence,Fixed Price with Economic Price Adjustment,-6633054.12,11
2011,08:22.5,Defense,Other DoD,Electronics & Communications,Combination (two or more),6966484.83,27
2011,08:22.5,Defense,Other DoD,Electronics & Communications,Not Reported,-742400.81,22
2011,08:22.5,Defense,Other DoD,Electronics & Communications,Time and Materials,638107.15,124
2011,08:22.5,Defense,Other DoD,ERS,Cost No Fee,588001330.1,685792
2011,08:22.5,Defense,Other DoD,FRS&C,Combination (two or more),9527852.37,23
2011,08:22.5,Defense,Other DoD,FRS&C,Cost No Fee,6185345,7
2011,08:22.5,Defense,Other DoD,FRS&C,Labor Hours,832370.73,74
2011,08:22.5,Defense,Other DoD,FRS&C,Order Dependent (IDV only),0,NULL
2011,08:22.5,Defense,Other DoD,Ground Vehicles,Cost Plus Incentive,-51626.74,1
2011,08:22.5,Defense,Other DoD,ICT,Cost Sharing,1554926.39,533
2011,08:22.5,Defense,Other DoD,ICT,Fixed Price Award Fee,17094245.63,16
2011,08:22.5,Defense,Other DoD,Launchers & Munitions,Cost Plus Fixed Fee,9670419.94,30
2011,08:22.5,Defense,Other DoD,R&D,Cost No Fee,126306790.6,323
2011,08:22.5,Defense,Other DoD,R&D,Cost Plus Award Fee,-4700584.62,107
2011,08:22.5,Defense,Other DoD,R&D,Cost Plus Fixed Fee,1813194251,2706
2011,08:22.5,Defense,Other DoD,R&D,Labor Hours,3376847.03,13
2011,08:22.5,Defense,Other DoD,Ships,Fixed Price Award Fee,-2227395,1
2012,08:22.5,Defense,Air Force,Aircraft,Cost Plus Award Fee,319357455.3,109
2012,08:22.5,Defense,Air Force,Aircraft,Fixed Price Level of Effort,9663803,12
2012,08:22.5,Defense,Air Force,Electronics & Communications,Combination (two or more),1396085.53,10
2012,08:22.5,Defense,Air Force,Electronics & Communications,Cost No Fee,37558985.91,255
2012,08:22.5,Defense,Air Force,Electronics & Communications,Cost Plus Award Fee,22204780.12,29
2011,08:22.5,Defense,Navy,Engines & Power Plants,Order Dependent (IDV only),0,NULL
2011,08:22.5,Defense,Navy,ERS,Cost Plus Award Fee,1610069402,3931
2011,08:22.5,Defense,Navy,ERS,Order Dependent (IDV only),0,NULL
2011,08:22.5,Defense,Navy,FRS&C,Fixed Price Level of Effort,1224673.68,6
2011,08:22.5,Defense,Navy,FRS&C,Time and Materials,9004416.59,103
2011,08:22.5,Defense,Navy,Fuels,Firm Fixed Price,24935009.97,466
2011,08:22.5,Defense,Navy,ICT,Order Dependent (IDV only),0,NULL
2011,08:22.5,Defense,Navy,Launchers & Munitions,Combination (two or more),126150845.9,77
2011,08:22.5,Defense,Navy,Launchers & Munitions,Firm Fixed Price,1320961138,3212
2011,08:22.5,Defense,Navy,Launchers & Munitions,Fixed Price Incentive,361555716,40
2011,08:22.5,Defense,Navy,MED,Firm Fixed Price,542422296.9,5354
2011,08:22.5,Defense,Navy,Missiles & Space,Order Dependent (IDV only),0,NULL
2011,08:22.5,Defense,Navy,Other,Cost Plus Award Fee,3321,1
2011,08:22.5,Defense,Navy,Other,Firm Fixed Price,2542511474,50929
2011,08:22.5,Defense,Navy,Other,Order Dependent (IDV only),0,NULL
2011,08:22.5,Defense,Navy,PAMS,Fixed Price with Economic Price Adjustment,9817469,1394
2011,08:22.5,Defense,Navy,PAMS,Time and Materials,328802436.4,3761
2011,08:22.5,Defense,Navy,R&D,Combination (two or more),129966158,214
2011,08:22.5,Defense,Navy,Ships,Cost No Fee,0,3
2011,08:22.5,Defense,Navy,Ships,Fixed Price with Economic Price Adjustment,8233.03,2
2011,08:22.5,Defense,Navy,Ships,Labor Hours,168752.56,2
2011,08:22.5,Defense,Other DoD,Aircraft,Cost Sharing,-108248.39,1
2011,08:22.5,Defense,Other DoD,Aircraft,Fixed Price Level of Effort,-10244.31,1
2011,08:22.5,Defense,Other DoD,Electronics & Communications,Firm Fixed Price,1285499336,8552
2011,08:22.5,Defense,Other DoD,ERS,Fixed Price Incentive,-518,1
2011,08:22.5,Defense,Other DoD,ERS,Fixed Price with Economic Price Adjustment,1529061252,1609777
2011,08:22.5,Defense,Other DoD,ERS,Labor Hours,-4490386.93,7
2011,08:22.5,Defense,Other DoD,ERS,Time and Materials,-46697286.2,196
2011,08:22.5,Defense,Other DoD,FRS&C,Cost Plus Award Fee,-667022.31,54
2011,08:22.5,Defense,Other DoD,FRS&C,Cost Plus Fixed Fee,4759138.48,229
2011,08:22.5,Defense,Other DoD,ICT,Fixed Price Incentive,656982.72,16
2011,08:22.5,Defense,Other DoD,MED,Cost No Fee,601110,2
2011,08:22.5,Defense,Other DoD,Other,Cost No Fee,463851.13,4
2011,08:22.5,Defense,Other DoD,Other,Fixed Price Incentive,23878.7,2
2011,08:22.5,Defense,Other DoD,Other,Fixed Price with Economic Price Adjustment,-753428.05,2
2011,08:22.5,Defense,Other DoD,Other,Labor Hours,208672.47,3
2011,08:22.5,Defense,Other DoD,Other,Time and Materials,-23078.06,18
2011,08:22.5,Defense,Other DoD,PAMS,Cost Sharing,209189.2,4
2011,08:22.5,Defense,Other DoD,R&D,Cost Plus Incentive,136232849,340
2011,08:22.5,Defense,Other DoD,Ships,Cost Plus Fixed Fee,45411887.44,70
2011,08:22.5,Defense,Other DoD,Ships,Firm Fixed Price,79323384.25,1582
2012,08:22.5,Defense,Air Force,Aircraft,Labor Hours,7798377.84,8
2011,08:22.5,Defense,DLA,PAMS,Other (none of the above),0,3
2011,08:22.5,Defense,MDA,ERS,Cost Plus Fixed Fee,57479334.77,44
2011,08:22.5,Defense,MDA,ICT,Cost Plus Incentive,1985610,2
2011,08:22.5,Defense,MDA,Missiles & Space,Firm Fixed Price,983812.8,15
2011,08:22.5,Defense,MDA,R&D,Fixed Price Award Fee,80809.65,7
2011,08:22.5,Defense,MilitaryHealth,Clothing & Subsistence,Firm Fixed Price,25230.43,6
2011,08:22.5,Defense,MilitaryHealth,ERS,Firm Fixed Price,7983.06,13
2011,08:22.5,Defense,Navy,Aircraft,Combination (two or more),113869775.2,141
2011,08:22.5,Defense,Navy,Clothing & Subsistence,Order Dependent (IDV only),0,NULL
2011,08:22.5,Defense,Navy,Electronics & Communications,Firm Fixed Price,4413278734,38252
2011,08:22.5,Defense,Navy,Electronics & Communications,Fixed Price Incentive,123176584.1,79
2011,08:22.5,Defense,Navy,Electronics & Communications,Time and Materials,12861662.11,93
2011,08:22.5,Defense,Navy,Engines & Power Plants,Cost Sharing,435000,1
2011,08:22.5,Defense,Navy,Engines & Power Plants,Firm Fixed Price,1808158334,4507
2011,08:22.5,Defense,Navy,FRS&C,Order Dependent (IDV only),0,NULL
2011,08:22.5,Defense,Navy,Fuels,Order Dependent (IDV only),0,NULL
2011,08:22.5,Defense,Navy,Ground Vehicles,Cost No Fee,72890,1
2011,08:22.5,Defense,Navy,Ground Vehicles,Cost Plus Award Fee,-57865.63,4
2011,08:22.5,Defense,Navy,Ground Vehicles,Fixed Price with Economic Price Adjustment,3160,1
2011,08:22.5,Defense,Navy,Ground Vehicles,Labor Hours,37241.91,1
2011,08:22.5,Defense,Navy,ICT,Cost Plus Award Fee,226833264,572
2011,08:22.5,Defense,Navy,Launchers & Munitions,Cost No Fee,6741302.9,16
2011,08:22.5,Defense,Navy,Launchers & Munitions,Cost Plus Award Fee,136781633,33
2011,08:22.5,Defense,Navy,Launchers & Munitions,Fixed Price with Economic Price Adjustment,0,NULL
2011,08:22.5,Defense,Navy,MED,Cost Plus Incentive,6270095.79,67
2011,08:22.5,Defense,Navy,MED,Cost Sharing,-7921.97,3
2011,08:22.5,Defense,Navy,Missiles & Space,Cost Plus Fixed Fee,255532024.4,201
2011,08:22.5,Defense,Navy,Missiles & Space,Fixed Price Award Fee,791610,6
2011,08:22.5,Defense,Navy,Other,Time and Materials,7791358.58,38
2011,08:22.5,Defense,Navy,PAMS,Firm Fixed Price,3219000770,25824
2011,08:22.5,Defense,Navy,PAMS,Fixed Price Incentive,49119,5
2011,08:22.5,Defense,Navy,PAMS,Fixed Price Redetermination,103576,1
2011,08:22.5,Defense,Navy,R&D,Fixed Price Level of Effort,1260873.21,14
2011,08:22.5,Defense,Navy,R&D,Other (none of the above),0,2
2011,08:22.5,Defense,Navy,Ships,Fixed Price Award Fee,8635.75,1
2011,08:22.5,Defense,Other DoD,NULL,Firm Fixed Price,-26501.31,2
2011,08:22.5,Defense,Other DoD,Aircraft,Cost Plus Incentive,-2442359.89,17
2011,08:22.5,Defense,Other DoD,Electronics & Communications,Cost Plus Award Fee,-2599923.3,13
2011,08:22.5,Defense,Other DoD,Electronics & Communications,Labor Hours,-561167.3,10
2011,08:22.5,Defense,Other DoD,Engines & Power Plants,Cost No Fee,-2783.42,1
2011,08:22.5,Defense,Other DoD,Engines & Power Plants,Order Dependent (IDV only),0,NULL
2011,08:22.5,Defense,Other DoD,Engines & Power Plants,Time and Materials,-265574.52,3
2012,08:22.5,Defense,Air Force,Aircraft,Time and Materials,42508300.9,205
2012,08:22.5,Defense,Air Force,Electronics & Communications,Cost Plus Fixed Fee,295286780.9,254
2012,08:22.5,Defense,Air Force,ERS,Cost Plus Fixed Fee,960971157.5,338
2012,08:22.5,Defense,Air Force,ERS,Firm Fixed Price,5450967034,11880
2012,08:22.5,Defense,Air Force,FRS&C,Cost Plus Incentive,27915005.26,24
2012,08:22.5,Defense,Air Force,Ground Vehicles,Fixed Price Award Fee,40000,1
2012,08:22.5,Defense,Air Force,ICT,Not Reported,-124074.14,6
2012,08:22.5,Defense,Air Force,Launchers & Munitions,Time and Materials,662048.19,11
2012,08:22.5,Defense,Air Force,MED,Order Dependent (IDV only),0,NULL
2012,08:22.5,Defense,Air Force,MED,Time and Materials,-12677.48,1
2012,08:22.5,Defense,Air Force,Missiles & Space,Combination (two or more),-32647.15,3
2012,08:22.5,Defense,Air Force,Other,Cost Plus Fixed Fee,1088456.75,7
2012,08:22.5,Defense,Air Force,PAMS,Labor Hours,238122750.5,948
2012,08:22.5,Defense,Air Force,PAMS,Not Reported,544.55,5
2012,08:22.5,Defense,Air Force,R&D,Combination (two or more),358126.13,22
2012,08:22.5,Defense,Air Force,R&D,Fixed Price Incentive,141105977.4,102
2012,08:22.5,Defense,Army,NULL,Time and Materials,-2829.1,1
2012,08:22.5,Defense,Army,Aircraft,Fixed Price with Economic Price Adjustment,2856.09,3
2012,08:22.5,Defense,Army,Clothing & Subsistence,Time and Materials,110174.2,3
2012,08:22.5,Defense,Army,Electronics & Communications,Cost Plus Award Fee,24549937,7
2012,08:22.5,Defense,Army,Electronics & Communications,Firm Fixed Price,6843955010,36103
2012,08:22.5,Defense,Army,Electronics & Communications,Fixed Price Redetermination,598533.04,14
2012,08:22.5,Defense,Army,Electronics & Communications,Order Dependent (IDV only),0,NULL
2012,08:22.5,Defense,Army,Engines & Power Plants,Cost No Fee,18570.46,2
2012,08:22.5,Defense,Army,Engines & Power Plants,Fixed Price with Economic Price Adjustment,1930843,6
2012,08:22.5,Defense,Army,Engines & Power Plants,Labor Hours,0,2
2012,08:22.5,Defense,Army,Engines & Power Plants,Time and Materials,130500,3
2012,08:22.5,Defense,Army,ERS,Combination (two or more),6947317.59,96
2012,08:22.5,Defense,Army,FRS&C,Fixed Price Award Fee,51660219.38,55
2012,08:22.5,Defense,Army,FRS&C,Other (none of the above),-52836.86,1
2012,08:22.5,Defense,Army,Fuels,Time and Materials,34007.03,3
2012,08:22.5,Defense,Army,Ground Vehicles,Firm Fixed Price,3360173333,6255
2012,08:22.5,Defense,Army,ICT,Cost No Fee,268234173.6,429
2012,08:22.5,Defense,Army,ICT,Fixed Price with Economic Price Adjustment,172141393.1,35
2012,08:22.5,Defense,Army,ICT,Labor Hours,90427519.3,222
2012,08:22.5,Defense,Army,ICT,Time and Materials,397953933.6,665
2012,08:22.5,Defense,Army,Launchers & Munitions,Fixed Price Level of Effort,0,1
2012,08:22.5,Defense,Army,Launchers & Munitions,Fixed Price with Economic Price Adjustment,809932664.9,264
2012,08:22.5,Defense,Army,MED,Combination (two or more),2210901.42,69
2012,08:22.5,Defense,Army,Other,Combination (two or more),-818885.05,66
2012,08:22.5,Defense,Army,Other,Fixed Price Incentive,75832277.47,14
2011,08:22.5,Defense,Navy,ICT,Cost Sharing,48992,1
2011,08:22.5,Defense,Navy,ICT,Fixed Price Award Fee,471657772,312
2011,08:22.5,Defense,Navy,ICT,Fixed Price Level of Effort,28289748.86,93
2011,08:22.5,Defense,Navy,ICT,Time and Materials,90556564.15,792
2011,08:22.5,Defense,Navy,Launchers & Munitions,Cost Sharing,448216.32,3
2011,08:22.5,Defense,Navy,Missiles & Space,Fixed Price Incentive,903127641,19
2011,08:22.5,Defense,Navy,Other,Cost No Fee,751034.37,12
2011,08:22.5,Defense,Navy,Other,Labor Hours,135079.07,7
2011,08:22.5,Defense,Navy,PAMS,Cost Plus Fixed Fee,7912003267,20250
2011,08:22.5,Defense,Navy,R&D,Cost No Fee,229702672.9,831
2011,08:22.5,Defense,Navy,Ships,Firm Fixed Price,1530889395,5038
2011,08:22.5,Defense,Other DoD,NULL,Cost Plus Fixed Fee,-64424.79,1
2011,08:22.5,Defense,Other DoD,Aircraft,Cost Plus Award Fee,-2340199.42,26
2011,08:22.5,Defense,Other DoD,Aircraft,Cost Plus Fixed Fee,128187283.7,178
2011,08:22.5,Defense,Other DoD,Aircraft,Order Dependent (IDV only),0,NULL
2011,08:22.5,Defense,Other DoD,Clothing & Subsistence,Firm Fixed Price,27729659.33,621
2011,08:22.5,Defense,Other DoD,Electronics & Communications,Cost No Fee,-261937.52,7
2011,08:22.5,Defense,Other DoD,Engines & Power Plants,Cost Plus Award Fee,-1359232.48,1
2011,08:22.5,Defense,Other DoD,Engines & Power Plants,Cost Plus Incentive,-805473.8,1
2011,08:22.5,Defense,Other DoD,Engines & Power Plants,Fixed Price Redetermination,-16225.5,1
2011,08:22.5,Defense,Other DoD,ERS,Cost Plus Incentive,-10924218.64,103
2011,08:22.5,Defense,Other DoD,ERS,Fixed Price Award Fee,-11326.41,24
2011,08:22.5,Defense,Other DoD,FRS&C,Fixed Price Incentive,368800.25,6
2011,08:22.5,Defense,Other DoD,Ground Vehicles,Cost No Fee,-2810280.4,5
2011,08:22.5,Defense,Other DoD,ICT,Cost Plus Fixed Fee,443076913.6,1116
2011,08:22.5,Defense,Other DoD,ICT,Firm Fixed Price,3086378307,34507
2011,08:22.5,Defense,Other DoD,Launchers & Munitions,Combination (two or more),-272279.6,2
2011,08:22.5,Defense,Other DoD,MED,Cost Plus Fixed Fee,-357407.31,2
2011,08:22.5,Defense,Other DoD,Missiles & Space,Cost Plus Award Fee,-3997681.47,6
2011,08:22.5,Defense,Other DoD,Missiles & Space,Cost Plus Fixed Fee,-3568373.3,37
2011,08:22.5,Defense,Other DoD,Other,Fixed Price Award Fee,-40,1
2011,08:22.5,Defense,Other DoD,PAMS,Combination (two or more),194237939.8,498
2011,08:22.5,Defense,Other DoD,PAMS,Fixed Price Incentive,-31868.99,1
2011,08:22.5,Defense,Other DoD,PAMS,Not Reported,-969282.57,35
2011,08:22.5,Defense,Other DoD,PAMS,Order Dependent (IDV only),0,NULL
2011,08:22.5,Defense,Other DoD,R&D,Order Dependent (IDV only),0,NULL
2011,08:22.5,Defense,Other DoD,Ships,Fixed Price with Economic Price Adjustment,0,NULL
2011,08:22.5,Defense,Other DoD,Ships,Time and Materials,-500,1
2012,08:22.5,Defense,Air Force,Aircraft,Cost No Fee,44547010.58,268
2012,08:22.5,Defense,Air Force,Electronics & Communications,Fixed Price Incentive,-561246.69,6
2012,08:22.5,Defense,Air Force,Electronics & Communications,Not Reported,-25463.88,3
2012,08:22.5,Defense,Air Force,Engines & Power Plants,Cost Plus Incentive,118715104.7,45
2011,08:22.5,Defense,Other DoD,ERS,Combination (two or more),-4080561.74,66
2011,08:22.5,Defense,Other DoD,ERS,Cost Plus Award Fee,-24442130.24,1249
2011,08:22.5,Defense,Other DoD,ERS,Order Dependent (IDV only),0,NULL
2011,08:22.5,Defense,Other DoD,Fuels,Fixed Price with Economic Price Adjustment,16000,1
2011,08:22.5,Defense,Other DoD,Ground Vehicles,Cost Plus Fixed Fee,-468404.63,2
2011,08:22.5,Defense,Other DoD,Ground Vehicles,Fixed Price with Economic Price Adjustment,-721226.62,2
2011,08:22.5,Defense,Other DoD,ICT,Cost Plus Award Fee,96678634.63,199
2011,08:22.5,Defense,Other DoD,ICT,Labor Hours,167279477.5,859
2011,08:22.5,Defense,Other DoD,Launchers & Munitions,Cost Plus Award Fee,-139650.56,2
2011,08:22.5,Defense,Other DoD,Launchers & Munitions,Cost Plus Incentive,-241950.97,3
2011,08:22.5,Defense,Other DoD,Launchers & Munitions,Fixed Price with Economic Price Adjustment,-0.01,1
2011,08:22.5,Defense,Other DoD,MED,Firm Fixed Price,2425129.48,101
2011,08:22.5,Defense,Other DoD,Missiles & Space,Cost Plus Incentive,-579315.78,5
2011,08:22.5,Defense,Other DoD,Other,Combination (two or more),-78106.97,4
2011,08:22.5,Defense,Other DoD,Other,Fixed Price Level of Effort,55211.14,1
2011,08:22.5,Defense,Other DoD,Other,Order Dependent (IDV only),0,NULL
2011,08:22.5,Defense,Other DoD,PAMS,Fixed Price Redetermination,-1297.46,1
2011,08:22.5,Defense,Other DoD,PAMS,Time and Materials,-4901825.19,1143
2011,08:22.5,Defense,Other DoD,R&D,Fixed Price Award Fee,-0.02,1
2011,08:22.5,Defense,Other DoD,R&D,Fixed Price Level of Effort,698255.03,25
2011,08:22.5,Defense,Other DoD,Ships,Cost Plus Incentive,12894059,2
2012,08:22.5,Defense,Air Force,Aircraft,Cost Plus Fixed Fee,916587677.5,427
2012,08:22.5,Defense,Air Force,Aircraft,Fixed Price with Economic Price Adjustment,596659.49,33
2012,08:22.5,Defense,Air Force,Electronics & Communications,Fixed Price Level of Effort,2201605,14
2012,08:22.5,Defense,Air Force,ERS,Cost Plus Award Fee,564915795.4,186
2012,08:22.5,Defense,Air Force,ERS,Cost Plus Incentive,645667682.2,68
2012,08:22.5,Defense,Air Force,FRS&C,Fixed Price Award Fee,48853912.62,74
2012,08:22.5,Defense,Air Force,FRS&C,Fixed Price with Economic Price Adjustment,131873342,203
2012,08:22.5,Defense,Air Force,Fuels,Fixed Price with Economic Price Adjustment,0,NULL
2012,08:22.5,Defense,Air Force,Ground Vehicles,Firm Fixed Price,68054401.04,808
2012,08:22.5,Defense,Air Force,Launchers & Munitions,Cost Plus Incentive,11949,1
2012,08:22.5,Defense,Air Force,Launchers & Munitions,Firm Fixed Price,703406698.5,602
2012,08:22.5,Defense,Air Force,MED,Firm Fixed Price,346110687.2,4590
2012,08:22.5,Defense,Air Force,Missiles & Space,Cost Plus Incentive,1510442039,94
2012,08:22.5,Defense,Air Force,Missiles & Space,Firm Fixed Price,2992030669,667
2012,08:22.5,Defense,Air Force,Other,Cost Plus Award Fee,72647862.26,54
2012,08:22.5,Defense,Air Force,Other,Order Dependent (IDV only),0,NULL
2012,08:22.5,Defense,Air Force,PAMS,Combination (two or more),100986536.4,506
2012,08:22.5,Defense,Air Force,PAMS,Fixed Price Level of Effort,46786105.06,220
2011,08:22.5,Defense,Navy,Aircraft,Time and Materials,15206617.54,61
2011,08:22.5,Defense,Navy,Electronics & Communications,Not Reported,-1544.13,4
2011,08:22.5,Defense,Navy,Engines & Power Plants,Cost Plus Incentive,927556660,5
2011,08:22.5,Defense,Navy,ERS,Cost Plus Fixed Fee,992987890.5,3259
2011,08:22.5,Defense,Navy,FRS&C,Combination (two or more),6420157.47,40
2011,08:22.5,Defense,Navy,FRS&C,Fixed Price Incentive,98150736.26,30
2011,08:22.5,Defense,Navy,Ground Vehicles,Cost Plus Fixed Fee,14585213,25
2011,08:22.5,Defense,Navy,Ground Vehicles,Fixed Price Award Fee,0,1
2011,08:22.5,Defense,Navy,Ground Vehicles,Fixed Price Level of Effort,2251946.76,6
2011,08:22.5,Defense,Navy,ICT,Cost Plus Incentive,295556744.8,1611
2011,08:22.5,Defense,Navy,Launchers & Munitions,Cost Plus Fixed Fee,184824152.6,197
2011,08:22.5,Defense,Navy,Launchers & Munitions,Fixed Price Award Fee,106613.3,3
2011,08:22.5,Defense,Navy,Launchers & Munitions,Fixed Price Level of Effort,178602,2
2011,08:22.5,Defense,Navy,MED,Fixed Price Award Fee,5836347.84,16
2011,08:22.5,Defense,Navy,Missiles & Space,Cost No Fee,-4201344,3
2011,08:22.5,Defense,Navy,Missiles & Space,Cost Plus Award Fee,-4392667,5
2011,08:22.5,Defense,Navy,PAMS,Not Reported,-260278.22,32
2011,08:22.5,Defense,Navy,R&D,Cost Plus Award Fee,3899018034,676
2011,08:22.5,Defense,Navy,R&D,Cost Plus Fixed Fee,4499899005,10870
2011,08:22.5,Defense,Navy,R&D,Labor Hours,557634.31,11
2011,08:22.5,Defense,Navy,R&D,Order Dependent (IDV only),0,NULL
2011,08:22.5,Defense,Navy,Ships,Cost Plus Incentive,1618924860,1327
2011,08:22.5,Defense,Other DoD,Aircraft,Fixed Price Award Fee,-0.25,1
2011,08:22.5,Defense,Other DoD,Electronics & Communications,Fixed Price Award Fee,123742.08,7
2011,08:22.5,Defense,Other DoD,Electronics & Communications,Fixed Price Level of Effort,2692471.2,6
2011,08:22.5,Defense,Other DoD,Engines & Power Plants,Combination (two or more),-379233.01,2
2011,08:22.5,Defense,Other DoD,FRS&C,Cost Sharing,22500,1
2011,08:22.5,Defense,Other DoD,ICT,Combination (two or more),427948737.7,874
2011,08:22.5,Defense,Other DoD,Missiles & Space,Combination (two or more),4888,2
2011,08:22.5,Defense,Other DoD,Missiles & Space,Fixed Price Incentive,59901,2
2011,08:22.5,Defense,Other DoD,Missiles & Space,Time and Materials,-1748760.93,11
2011,08:22.5,Defense,Other DoD,PAMS,Cost Plus Fixed Fee,936324295.1,2800
2011,08:22.5,Defense,Other DoD,PAMS,Fixed Price Award Fee,113305136.9,255
2011,08:22.5,Defense,Other DoD,PAMS,Fixed Price Level of Effort,41630697.34,198
2011,08:22.5,Defense,Other DoD,R&D,Time and Materials,-6047185.24,211
2011,08:22.5,Defense,Other DoD,Ships,Combination (two or more),-96534.67,2
2012,08:22.5,Defense,Air Force,Aircraft,Cost Plus Incentive,377172324.4,124
2012,08:22.5,Defense,Air Force,Electronics & Communications,Firm Fixed Price,3057004557,13793
2012,08:22.5,Defense,Air Force,Engines & Power Plants,Cost Plus Award Fee,3387269.21,15
2012,08:22.5,Defense,Air Force,Engines & Power Plants,Fixed Price with Economic Price Adjustment,30486666,14
2012,08:22.5,Defense,Air Force,Engines & Power Plants,Labor Hours,32110.87,3
