fiscal_year,Query_Run_Date,SubCustomer,ServicesCategory,CompetitionClassification,ClassifyNumberOfOffers,SumOfobligatedAmount,SumOfnumberOfActions
2014,18:19.4,Other DoD,ICT,No Competition (Other Exception),No competition,468395070,2067
2014,18:19.4,Other DoD,MED,Full Competition (Multiple Offers),3-4 Offers,11487.5,2
2014,18:19.4,Other DoD,MED,No Competition (Other Exception),No competition,750153.2592,18
2014,18:19.4,Other DoD,PAMS,Full Competition (Multiple Offers),5-9 Offers,449753388.2,902
2014,18:19.4,Other DoD,PAMS,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,4189586.279,86
2014,18:19.4,Other DoD,Products,Limited Competition with multiple offers,25-99 Offers,4188668.534,271
2014,18:19.4,Other DoD,R&D,Full Competition (Multiple Offers),5-9 Offers,181194659.5,292
2014,18:19.4,Other DoD,R&D,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,-549100.61,16
2013,18:19.4,MilitaryHealth,Products,Limited Competition with multiple offers,10-24 Offers,99170.75,2
2013,18:19.4,MilitaryHealth,Products,No Competition (Only One Source Exception),No competition,1264976.408,11
2013,18:19.4,MilitaryHealth,Products,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,0,NULL
2013,18:19.4,Navy,ERS,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,0,NULL
2013,18:19.4,Navy,FRS&C,Competition with single offer (Overrode blank Fair Opportunity),One Offer,1284264.375,3
2013,18:19.4,Navy,FRS&C,Full Competition (Multiple Offers),3-4 Offers,443355332.4,2285
2013,18:19.4,Navy,FRS&C,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,56822353.39,111
2013,18:19.4,Navy,Fuel,Limited Competition with multiple offers,Two Offers,1111372.234,67
2013,18:19.4,Navy,Fuel,No Competition (Follow on to competed action),No competition,-12206.5303,1
2013,18:19.4,Navy,ICT,Competition with single offer,One Offer,712230955.5,3993
2013,18:19.4,Navy,ICT,Limited Competition with multiple offers,5-9 Offers,141830386,789
2013,18:19.4,Navy,ICT,Limited Competition with multiple offers,Two Offers,412765097.1,1535
2013,18:19.4,Navy,ICT,No Competition (Only One Source Exception),No competition,1726503638,18116
2013,18:19.4,Navy,ICT,No Competition (Unlabeled Exception),No competition,416221.78,8
2013,18:19.4,Navy,MED,Limited Competition with multiple offers (Overrode blank Fair Opportunity),3-4 Offers,5979087.875,7
2013,18:19.4,Navy,PAMS,Limited Competition with multiple offers,5-9 Offers,703386198.2,3204
2013,18:19.4,Navy,PAMS,Limited Competition with multiple offers (Overrode blank Fair Opportunity),Two Offers,1993190.728,29
2013,18:19.4,Navy,PAMS,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,42329331.66,164
2013,18:19.4,Navy,Products,Limited Competition with multiple offers,100+ Offers,254851.2798,8
2013,18:19.4,Navy,Products,Limited Competition with multiple offers (Overrode blank Fair Opportunity),Two Offers,4154212.529,94
2013,18:19.4,Navy,R&D,Competition with single offer (Overrode blank Fair Opportunity),One Offer,515999,3
2013,18:19.4,Navy,R&D,Full Competition (Multiple Offers),10-24 Offers,113122993.4,270
2013,18:19.4,Navy,R&D,Full Competition (Multiple Offers),5-9 Offers,171786587.6,469
2013,18:19.4,Other DoD,ERS,No Competition (Unlabeled Exception),No competition,-346595.4,6
2013,18:19.4,Other DoD,ICT,Full Competition (Multiple Offers),10-24 Offers,108424434.3,44
2013,18:19.4,Other DoD,ICT,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,23870220.1,76
2013,18:19.4,Other DoD,MED,Full Competition (Multiple Offers),3-4 Offers,12500,1
2013,18:19.4,Other DoD,PAMS,Limited Competition with multiple offers,Two Offers,267557723.3,1414
2013,18:19.4,Other DoD,PAMS,No Competition (Follow on to competed action),No competition,26746464.47,154
2013,18:19.4,Other DoD,PAMS,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,214397.7952,25
2013,18:19.4,Other DoD,Products,Limited Competition with multiple offers,10-24 Offers,28240787.55,170
2013,18:19.4,Other DoD,Products,Limited Competition with multiple offers,25-99 Offers,2530794.119,413
2013,18:19.4,Other DoD,Products,Limited Competition with multiple offers,Two Offers,106688639,1520
2013,18:19.4,Other DoD,Products,No Competition (Follow on to competed action),No competition,2356202.513,54
2013,18:19.4,Other DoD,Products,No Competition (Only One Source Exception),No competition,554494251.6,6891
2013,18:19.4,Other DoD,R&D,Limited Competition with multiple offers,100+ Offers,239816.6895,22
2013,18:19.4,Other DoD,R&D,No Competition (Other Exception),No competition,24169712.6,257
2014,18:19.4,Air Force,ERS,Full Competition (Multiple Offers),3-4 Offers,612329989.8,1053
2014,18:19.4,Air Force,ERS,Limited Competition with multiple offers,3-4 Offers,188207351.2,1927
2014,18:19.4,Air Force,FRS&C,No Competition (Other Exception),No competition,996667562.6,3854
2014,18:19.4,Air Force,Fuel,Full Competition (Multiple Offers),10-24 Offers,3491375,14
2014,18:19.4,Air Force,Fuel,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,0,NULL
2014,18:19.4,Air Force,ICT,Full Competition (Multiple Offers),10-24 Offers,1519874.512,24
2014,18:19.4,Air Force,ICT,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,-22856.4,3
2014,18:19.4,Air Force,MED,Full Competition (Multiple Offers),5-9 Offers,1511382.227,27
2014,18:19.4,Air Force,Products,Limited Competition with multiple offers,5-9 Offers,374803427.1,3222
2014,18:19.4,Air Force,Products,No Competition (Only One Source Exception),No competition,9096684386,4687
2014,18:19.4,Air Force,Products,No Competition (Unlabeled Exception),No competition,4064437.29,29
2014,18:19.4,Air Force,R&D,Full Competition (Multiple Offers),Two Offers,2650861423,3285
2014,18:19.4,Air Force,R&D,Limited Competition with multiple offers,10-24 Offers,95193996.08,550
2014,18:19.4,Air Force,R&D,Limited Competition with multiple offers,25-99 Offers,18432667.5,136
2014,18:19.4,Air Force,R&D,No Competition (Follow on to competed action),No competition,20647428.04,27
2013,18:19.4,Navy,FRS&C,Full Competition (Multiple Offers),10-24 Offers,586928809.1,751
2013,18:19.4,Navy,FRS&C,Limited Competition with multiple offers,Two Offers,187479135.3,1406
2013,18:19.4,Navy,FRS&C,Limited Competition with multiple offers (Overrode blank Fair Opportunity),Two Offers,8507778.098,9
2013,18:19.4,Navy,FRS&C,No Competition (Follow on to competed action),No competition,691425.7839,20
2013,18:19.4,Navy,Fuel,Full Competition (Multiple Offers),3-4 Offers,4696196.784,52
2013,18:19.4,Navy,Fuel,Limited Competition with multiple offers,5-9 Offers,176577.4968,6
2013,18:19.4,Navy,ICT,Limited Competition with multiple offers (Overrode blank Fair Opportunity),10-24 Offers,7447.68,1
2013,18:19.4,Navy,MED,Full Competition (Multiple Offers),Two Offers,15345854.8,126
2013,18:19.4,Navy,MED,Limited Competition with multiple offers,10-24 Offers,43647885.89,383
2013,18:19.4,Navy,MED,Limited Competition with multiple offers (Overrode blank Fair Opportunity),10-24 Offers,-88818.2973,5
2013,18:19.4,Navy,PAMS,Limited Competition with multiple offers,3-4 Offers,1609698853,7293
2013,18:19.4,Navy,PAMS,No Competition (Unlabeled Exception),No competition,1312958.16,23
2013,18:19.4,Navy,PAMS,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,-4527.7402,1
2013,18:19.4,Navy,PAMS,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,815648.4366,17
2013,18:19.4,Navy,Products,Limited Competition with multiple offers,25-99 Offers,4440505.115,200
2013,18:19.4,Navy,Products,Limited Competition with multiple offers (Overrode blank Fair Opportunity),25-99 Offers,11865.75,1
2013,18:19.4,Navy,Products,Limited Competition with multiple offers (Overrode blank Fair Opportunity),5-9 Offers,1547542.148,82
2013,18:19.4,Navy,R&D,Limited Competition with multiple offers,3-4 Offers,155745084.1,450
2013,18:19.4,Navy,R&D,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,0,NULL
2013,18:19.4,Other DoD,FRS&C,Competition with single offer,One Offer,1573629.6,74
2013,18:19.4,Other DoD,FRS&C,Full Competition (Multiple Offers),3-4 Offers,70909514.79,82
2013,18:19.4,Other DoD,FRS&C,No Competition (Other Exception),No competition,53608565.34,202
2013,18:19.4,Other DoD,Fuel,Full Competition (Multiple Offers),Two Offers,79999.75,1
2013,18:19.4,Other DoD,ICT,Competition with single offer (Overrode blank Fair Opportunity),One Offer,16224855.14,29
2013,18:19.4,Other DoD,ICT,Limited Competition with multiple offers (Overrode blank Fair Opportunity),Two Offers,8128728.05,24
2013,18:19.4,Other DoD,PAMS,Competition with single offer (Overrode blank Fair Opportunity),One Offer,7471009.464,34
2013,18:19.4,Other DoD,PAMS,Full Competition (Multiple Offers),3-4 Offers,658015496.6,2325
2013,18:19.4,Other DoD,PAMS,Limited Competition with multiple offers,25-99 Offers,127823820.1,158
2013,18:19.4,Other DoD,PAMS,Limited Competition with multiple offers,5-9 Offers,1057482914,2281
2013,18:19.4,Other DoD,Products,Full Competition (Multiple Offers),Two Offers,143179528.7,633
2013,18:19.4,Other DoD,Products,Limited Competition with multiple offers (Overrode blank Fair Opportunity),10-24 Offers,132802,9
2013,18:19.4,Other DoD,Products,No Competition (Unlabeled Exception),No competition,47727.65,82
2013,18:19.4,Other DoD,Products,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,36639682.79,155
2013,18:19.4,Other DoD,R&D,Limited Competition with multiple offers,5-9 Offers,40962760.34,134
2014,18:19.4,Air Force,ERS,Full Competition (Multiple Offers),Two Offers,974465403.1,806
2014,18:19.4,Air Force,ERS,No Competition (Other Exception),No competition,962055731.3,2127
2014,18:19.4,Air Force,FRS&C,Limited Competition with multiple offers,5-9 Offers,762928561.9,3852
2014,18:19.4,Air Force,Fuel,Competition with single offer,One Offer,1713400.937,95
2014,18:19.4,Air Force,ICT,Full Competition (Multiple Offers),25-99 Offers,99301.6,1
2014,18:19.4,Air Force,ICT,Full Competition (Multiple Offers),5-9 Offers,119490810.5,230
2014,18:19.4,Air Force,ICT,Limited Competition with multiple offers,100+ Offers,118923.98,9
2014,18:19.4,Air Force,ICT,Limited Competition with multiple offers,3-4 Offers,165974761.8,1218
2014,18:19.4,Air Force,PAMS,Full Competition (Multiple Offers),5-9 Offers,136751387.1,340
2014,18:19.4,Air Force,PAMS,Limited Competition with multiple offers,Two Offers,309099668.5,2081
2014,18:19.4,Air Force,PAMS,No Competition (Follow on to competed action),No competition,54062892.08,206
2014,18:19.4,Air Force,PAMS,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,55445230.06,253
2014,18:19.4,Air Force,Products,Competition with single offer,One Offer,768821767.7,6207
2014,18:19.4,Air Force,Products,Full Competition (Multiple Offers),3-4 Offers,542277871,5278
2014,18:19.4,Air Force,Products,Limited Competition with multiple offers,10-24 Offers,63737257.66,565
2014,18:19.4,Air Force,Products,No Competition (Other Exception),No competition,4247541180,8420
2014,18:19.4,Air Force,R&D,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,15027587.6,73
2014,18:19.4,Army,ERS,Full Competition (Multiple Offers),Two Offers,1201879933,1624
2012,18:19.4,Army,FRS&C,Limited Competition with multiple offers,Two Offers,1023458025,5250
2012,18:19.4,Army,FRS&C,No Competition (Follow on to competed action),No competition,58061491.84,502
2012,18:19.4,Army,FRS&C,No Competition (Unlabeled Exception),No competition,369207902.4,178
2012,18:19.4,Army,Fuel,Full Competition (Multiple Offers),10-24 Offers,3777986.35,7
2012,18:19.4,Army,Fuel,Limited Competition with multiple offers,5-9 Offers,1810703.45,77
2012,18:19.4,Army,Fuel,No Competition (Only One Source Exception),No competition,1172694.65,83
2012,18:19.4,Army,ICT,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,-541756.78,38
2012,18:19.4,Army,MED,Limited Competition with multiple offers,10-24 Offers,97994618.5,340
2012,18:19.4,Army,PAMS,Full Competition (Multiple Offers),25-99 Offers,189960755.8,1335
2012,18:19.4,Army,PAMS,Limited Competition with multiple offers,3-4 Offers,5840166564,7323
2012,18:19.4,Army,PAMS,No Competition (Unlabeled Exception),No competition,5245931.53,72
2012,18:19.4,Army,PAMS,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,-4945.44,4
2012,18:19.4,Army,Products,Competition with single offer,One Offer,3795568426,29748
2012,18:19.4,Army,Products,Competition with single offer (Overrode blank Fair Opportunity),One Offer,76116.03,38
2012,18:19.4,Army,Products,Full Competition (Multiple Offers),3-4 Offers,1996771986,7794
2012,18:19.4,Army,Products,Limited Competition with multiple offers,5-9 Offers,851654595.1,8324
2012,18:19.4,Army,Products,Unlabeled: Competition; Unlabeled Offers,NULL,212456.41,6
2012,18:19.4,Army,R&D,Full Competition (Multiple Offers),25-99 Offers,86934906.88,288
2012,18:19.4,Army,R&D,Full Competition (Multiple Offers),Two Offers,640503794.9,1625
2012,18:19.4,Army,R&D,Limited Competition with multiple offers,3-4 Offers,412245460.9,964
2012,18:19.4,Army,R&D,No Competition (Unlabeled Exception),No competition,-188150.91,18
2012,18:19.4,Army,R&D,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,-536.59,1
2012,18:19.4,DLA,ERS,Competition with single offer,One Offer,15905185.66,546
2012,18:19.4,DLA,ERS,Full Competition (Multiple Offers),3-4 Offers,12145706.65,766
2012,18:19.4,DLA,ERS,Full Competition (Multiple Offers),Two Offers,2915461.32,83
2012,18:19.4,DLA,ERS,Limited Competition with multiple offers,5-9 Offers,11123952.31,271
2012,18:19.4,DLA,ERS,No Competition (Only One Source Exception),No competition,597662.97,43
2012,18:19.4,DLA,FRS&C,Limited Competition with multiple offers,Two Offers,25959296.69,388
2012,18:19.4,DLA,FRS&C,No Competition (Follow on to competed action),No competition,742131.47,39
2012,18:19.4,DLA,Fuel,Full Competition (Multiple Offers),10-24 Offers,10252565921,289
2012,18:19.4,DLA,ICT,No Competition (Other Exception),No competition,73221916.98,212
2012,18:19.4,DLA,ICT,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,93686,2
2012,18:19.4,DLA,PAMS,Full Competition (Multiple Offers),25-99 Offers,0,NULL
2012,18:19.4,DLA,PAMS,Limited Competition with multiple offers,3-4 Offers,13684670.92,169
2012,18:19.4,DLA,PAMS,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,0,NULL
2012,18:19.4,DLA,Products,Competition with single offer,One Offer,2122897736,45643
2012,18:19.4,DLA,Products,Full Competition (Multiple Offers),10-24 Offers,351378667.5,10559
2012,18:19.4,DLA,Products,Limited Competition with multiple offers,5-9 Offers,626170680.5,25889
2012,18:19.4,DLA,Products,No Competition (Only One Source Exception),No competition,4000199181,69961
2012,18:19.4,DLA,R&D,Full Competition (Multiple Offers),Two Offers,65000,1
2012,18:19.4,DLA,R&D,Limited Competition with multiple offers,10-24 Offers,3540,1
2012,18:19.4,MDA,FRS&C,Limited Competition with multiple offers,3-4 Offers,4389303.96,3
2012,18:19.4,MDA,FRS&C,No Competition (Follow on to competed action),No competition,4304075.91,5
2012,18:19.4,MDA,ICT,No Competition (Other Exception),No competition,156000,3
2012,18:19.4,MDA,PAMS,Full Competition (Multiple Offers),Two Offers,3916581.2,11
2012,18:19.4,MDA,PAMS,Limited Competition with multiple offers,10-24 Offers,0,NULL
2012,18:19.4,MDA,Products,Limited Competition with multiple offers,5-9 Offers,256689.66,6
2012,18:19.4,MDA,R&D,Full Competition (Multiple Offers),100+ Offers,-2184438,18
2012,18:19.4,MDA,R&D,Full Competition (Multiple Offers),25-99 Offers,16272636.31,81
2012,18:19.4,MDA,R&D,Full Competition (Multiple Offers),Two Offers,331438019.9,60
2012,18:19.4,MDA,R&D,Limited Competition with multiple offers,10-24 Offers,8468997,38
2012,18:19.4,MDA,R&D,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,0,NULL
2012,18:19.4,MilitaryHealth,FRS&C,Competition with single offer,One Offer,144670.29,3
2012,18:19.4,MilitaryHealth,FRS&C,No Competition (Other Exception),No competition,91144.98,3
2012,18:19.4,MilitaryHealth,PAMS,Competition with single offer,One Offer,3949416.8,47
2012,18:19.4,MilitaryHealth,PAMS,Full Competition (Multiple Offers),3-4 Offers,7116.04,1
2012,18:19.4,MilitaryHealth,PAMS,Limited Competition with multiple offers,5-9 Offers,7190034.22,15
2014,18:19.4,Air Force,PAMS,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,0,NULL
2014,18:19.4,Air Force,PAMS,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,-235516.5938,10
2014,18:19.4,Air Force,Products,Full Competition (Multiple Offers),Two Offers,3408861324,1114
2014,18:19.4,Air Force,Products,Limited Competition with multiple offers,25-99 Offers,1792886.08,177
2014,18:19.4,Air Force,Products,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,0,NULL
2014,18:19.4,Air Force,Products,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,-6860.99,9
2014,18:19.4,Air Force,R&D,Limited Competition with multiple offers,5-9 Offers,101451777.8,416
2014,18:19.4,Air Force,R&D,No Competition (Only One Source Exception),No competition,1569799633,822
2014,18:19.4,Army,ERS,Full Competition (Multiple Offers),100+ Offers,14400,1
2014,18:19.4,Army,ERS,No Competition (Other Exception),No competition,216482171.1,2518
2014,18:19.4,Army,Fuel,Full Competition (Multiple Offers),25-99 Offers,1098408.32,11
2014,18:19.4,Army,Fuel,Limited Competition with multiple offers,3-4 Offers,7024779.301,295
2014,18:19.4,Army,ICT,Full Competition (Multiple Offers),25-99 Offers,291001.68,2
2014,18:19.4,Army,ICT,Limited Competition with multiple offers,3-4 Offers,389333979.9,1342
2014,18:19.4,Army,MED,Full Competition (Multiple Offers),10-24 Offers,22673290.23,55
2014,18:19.4,Army,MED,Limited Competition with multiple offers,Two Offers,41300897.18,567
2014,18:19.4,Army,MED,No Competition (Follow on to competed action),No competition,9321227.638,37
2014,18:19.4,Army,PAMS,Competition with single offer,One Offer,1575927147,8109
2014,18:19.4,Army,PAMS,Full Competition (Multiple Offers),5-9 Offers,963263330,2333
2014,18:19.4,Army,PAMS,Limited Competition with multiple offers,Two Offers,1037010391,3964
2014,18:19.4,Army,PAMS,No Competition (Follow on to competed action),No competition,217699463.1,817
2014,18:19.4,Army,Products,Competition with single offer,One Offer,1964159730,16784
2014,18:19.4,Army,Products,Full Competition (Multiple Offers),5-9 Offers,847603771.1,1551
2014,18:19.4,Army,Products,No Competition (Only One Source Exception),No competition,13035133061,10928
2014,18:19.4,Army,R&D,Full Competition (Multiple Offers),3-4 Offers,191841997,390
2014,18:19.4,Army,R&D,Full Competition (Multiple Offers),Two Offers,511091615.4,1104
2014,18:19.4,Army,R&D,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,14983414.95,61
2014,18:19.4,DLA,ERS,Full Competition (Multiple Offers),3-4 Offers,8891108.745,186
2014,18:19.4,DLA,ERS,No Competition (Other Exception),No competition,12719343.68,304
2014,18:19.4,DLA,FRS&C,Limited Competition with multiple offers,5-9 Offers,38647495.39,2626
2014,18:19.4,DLA,Fuel,Full Competition (Multiple Offers),10-24 Offers,5324952122,2746
2014,18:19.4,DLA,Fuel,Full Competition (Multiple Offers),25-99 Offers,4362988837,9776
2014,18:19.4,DLA,Fuel,Limited Competition with multiple offers,3-4 Offers,172458929.1,792
2014,18:19.4,DLA,ICT,Limited Competition with multiple offers,3-4 Offers,13967175.59,166
2014,18:19.4,DLA,ICT,Limited Competition with multiple offers,Two Offers,18294406.82,103
2014,18:19.4,DLA,ICT,No Competition (Follow on to competed action),No competition,3044811,23
2014,18:19.4,DLA,PAMS,Competition with single offer,One Offer,76671191.07,358
2014,18:19.4,DLA,PAMS,Full Competition (Multiple Offers),5-9 Offers,4100280.504,44
2014,18:19.4,DLA,PAMS,Limited Competition with multiple offers,Two Offers,57330336.28,133
2014,18:19.4,DLA,PAMS,No Competition (Follow on to competed action),No competition,3929266.47,12
2014,18:19.4,DLA,Products,Competition with single offer,One Offer,1967598072,65122
2014,18:19.4,DLA,Products,Full Competition (Multiple Offers),5-9 Offers,2391892395,114215
2014,18:19.4,DLA,R&D,Full Competition (Multiple Offers),3-4 Offers,1157361.57,6
2014,18:19.4,DLA,R&D,Full Competition (Multiple Offers),Two Offers,0,2
2014,18:19.4,MDA,FRS&C,Competition with single offer,One Offer,11099894.59,19
2014,18:19.4,MDA,PAMS,Full Competition (Multiple Offers),3-4 Offers,12526532.07,59
2014,18:19.4,MDA,PAMS,Full Competition (Multiple Offers),Two Offers,-14727.03,1
2014,18:19.4,MDA,PAMS,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,344273.5977,5
2014,18:19.4,MDA,Products,Full Competition (Multiple Offers),3-4 Offers,359370551.4,209
2014,18:19.4,MDA,R&D,Limited Competition with multiple offers,5-9 Offers,23741983.78,75
2014,18:19.4,MilitaryHealth,ERS,Limited Competition with multiple offers,5-9 Offers,15693.1602,1
2014,18:19.4,MilitaryHealth,ERS,No Competition (Other Exception),No competition,276046.6084,8
2014,18:19.4,MilitaryHealth,ICT,Limited Competition with multiple offers,3-4 Offers,8675898.85,9
2014,18:19.4,MilitaryHealth,MED,Limited Competition with multiple offers,3-4 Offers,21549899.38,8
2014,18:19.4,MilitaryHealth,PAMS,Competition with single offer,One Offer,23554613.68,32
2014,18:19.4,MilitaryHealth,PAMS,Limited Competition with multiple offers,10-24 Offers,571922.2949,9
2014,18:19.4,MilitaryHealth,Products,No Competition (Only One Source Exception),No competition,4686930.14,29
2014,18:19.4,Navy,ERS,Limited Competition with multiple offers,3-4 Offers,413315120.6,4425
2014,18:19.4,Navy,ERS,Limited Competition with multiple offers,Two Offers,362370132.5,4896
2014,18:19.4,Navy,ERS,No Competition (Follow on to competed action),No competition,13397266.75,83
2014,18:19.4,Navy,ERS,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,168806.7055,5
2014,18:19.4,Navy,FRS&C,Full Competition (Multiple Offers),Two Offers,300639876.4,1113
2014,18:19.4,Navy,FRS&C,Limited Competition with multiple offers,25-99 Offers,100989631.1,275
2014,18:19.4,Navy,FRS&C,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,-101109.4063,1
2014,18:19.4,Navy,FRS&C,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,4914.731,7
2014,18:19.4,Navy,Fuel,Limited Competition with multiple offers,10-24 Offers,-447.16,2
2014,18:19.4,Navy,Fuel,No Competition (Only One Source Exception),No competition,315664.6196,13
2014,18:19.4,Navy,ICT,Limited Competition with multiple offers,5-9 Offers,152183021,712
2014,18:19.4,Navy,ICT,No Competition (Only One Source Exception),No competition,1437260696,17615
2014,18:19.4,Navy,ICT,No Competition (Unlabeled Exception),No competition,345432.5,17
2014,18:19.4,Navy,PAMS,Limited Competition with multiple offers,100+ Offers,6101987,146
2014,18:19.4,Navy,PAMS,No Competition (Other Exception),No competition,849372641.3,7214
2014,18:19.4,Navy,Products,Limited Competition with multiple offers,100+ Offers,65798.1699,6
2014,18:19.4,Navy,Products,Limited Competition with multiple offers,3-4 Offers,687693368.1,13085
2014,18:19.4,Navy,R&D,Competition with single offer,One Offer,938864112.7,2291
2014,18:19.4,Navy,R&D,Full Competition (Multiple Offers),10-24 Offers,82306922.7,191
2014,18:19.4,Navy,R&D,Full Competition (Multiple Offers),5-9 Offers,77003706.74,419
2014,18:19.4,Navy,R&D,Limited Competition with multiple offers,Two Offers,1648070922,1464
2014,18:19.4,Navy,R&D,No Competition (Follow on to competed action),No competition,18759371.17,56
2014,18:19.4,Other DoD,ERS,Limited Competition with multiple offers,100+ Offers,-43904.4609,1
2014,18:19.4,Other DoD,ERS,Limited Competition with multiple offers,5-9 Offers,566258875.5,9232
2014,18:19.4,Other DoD,ICT,Limited Competition with multiple offers,25-99 Offers,-17797.44,3
2014,18:19.4,Other DoD,ICT,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,0,NULL
2014,18:19.4,Other DoD,ICT,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,-536979.7202,12
2014,18:19.4,Other DoD,MED,Full Competition (Multiple Offers),25-99 Offers,718.1099,2
2014,18:19.4,Other DoD,MED,Limited Competition with multiple offers,3-4 Offers,-964358.8438,17
2014,18:19.4,Other DoD,MED,Limited Competition with multiple offers,Two Offers,1281137.78,36
2014,18:19.4,Other DoD,PAMS,Limited Competition with multiple offers,10-24 Offers,230109016.2,498
2014,18:19.4,Other DoD,PAMS,No Competition (Only One Source Exception),No competition,263855808.8,5309
2014,18:19.4,Other DoD,PAMS,Unlabeled: Competition; Zero Offers,Unlabeled: Competition; Zero Offers,-1414566.084,19
2014,18:19.4,Other DoD,Products,Limited Competition with multiple offers,10-24 Offers,11094527.32,162
2014,18:19.4,Other DoD,Products,No Competition (Only One Source Exception),No competition,379930372.2,5938
2014,18:19.4,Other DoD,R&D,Full Competition (Multiple Offers),3-4 Offers,298170764,634
2014,18:19.4,Other DoD,R&D,No Competition (Other Exception),No competition,65555478.24,382
2014,18:19.4,Other DoD,R&D,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,-122590.1102,8
2012,18:19.4,MilitaryHealth,PAMS,No Competition (Only One Source Exception),No competition,3222028.36,12
2012,18:19.4,MilitaryHealth,Products,Full Competition (Multiple Offers),5-9 Offers,254215.43,8
2012,18:19.4,MilitaryHealth,R&D,Competition with single offer,One Offer,400,1
2012,18:19.4,MilitaryHealth,R&D,Limited Competition with multiple offers,5-9 Offers,5821812.38,1
2012,18:19.4,Navy,ERS,Competition with single offer (Overrode blank Fair Opportunity),One Offer,-5943.94,1
2012,18:19.4,Navy,ERS,Full Competition (Multiple Offers),10-24 Offers,146833907.5,68
2012,18:19.4,Navy,ERS,Full Competition (Multiple Offers),5-9 Offers,488269814.6,794
2012,18:19.4,Navy,ERS,Unlabeled: Competition; Unlabeled Offers,NULL,3000,1
2012,18:19.4,Navy,ERS,Unlabeled: No competition; multiple offers,Unlabeled: No competition; multiple offers,7147344.61,97
2012,18:19.4,Navy,FRS&C,Limited Competition with multiple offers,10-24 Offers,259838483.5,1609
2012,18:19.4,Navy,FRS&C,No Competition (Only One Source Exception),No competition,456626881.8,1727
2012,18:19.4,Navy,FRS&C,Unlabeled: Blank Extent Competed,Unlabeled: Blank Extent Competed,0,NULL
2012,18:19.4,Navy,Fuel,Limited Competition with multiple offers,3-4 Offers,1586711.07,71
2012,18:19.4,Navy,Fuel,No Competition (Unlabeled Exception),No competition,-41520.97,2
2012,18:19.4,Navy,ICT,Limited Competition with multiple offers,25-99 Offers,4124689.57,15
2012,18:19.4,Navy,ICT,Limited Competition with multiple offers (Overrode blank Fair Opportunity),5-9 Offers,-14375.02,2
2012,18:19.4,Navy,ICT,No Competition (Follow on to competed action),No competition,52791110.34,274
2012,18:19.4,Navy,MED,Limited Competition with multiple offers,25-99 Offers,17724268.55,179
2012,18:19.4,Navy,MED,Limited Competition with multiple offers,Two Offers,3168084.13,190
2012,18:19.4,Navy,MED,No Competition (Follow on to competed action),No competition,131773923.1,1475
2012,18:19.4,Navy,PAMS,Competition with single offer,One Offer,2447978456,10705
2012,18:19.4,Navy,PAMS,Limited Competition with multiple offers,10-24 Offers,197346304.7,1861
2012,18:19.4,Navy,PAMS,No Competition (Only One Source Exception),No competition,1311099624,5659
2012,18:19.4,Navy,Products,Full Competition (Multiple Offers),5-9 Offers,716048859.9,1104
2012,18:19.4,Navy,Products,Limited Competition with multiple offers (Overrode blank Fair Opportunity),3-4 Offers,-12408.48,4
