fiscal_year,Query_Run,Customer,Services Category,FundingMechanismClassification,SumOfobligatedAmount,SumOfnumberOfActions
2003,Defense,20:49.0,FRS&C,Labor Hours,4041685,58
2003,Defense,20:49.0,Fuel,Fixed Price with Economic Price Adjustment,5359451548,695
2003,Defense,20:49.0,ICT,Cost Plus Award Fee,527887551,770
2003,Defense,20:49.0,ICT,Order Dependent (IDV only),0,NULL
2003,Defense,20:49.0,MED,Cost Plus Incentive,133236248,7
2003,Defense,20:49.0,PAMS,Firm Fixed Price,11335488657,53066
2003,Defense,20:49.0,Products,Cost Sharing,792524,4
2003,Defense,20:49.0,Products,Fixed Price Incentive,7171618271,797
2003,Defense,20:49.0,Products,Fixed Price Level of Effort,526310,4
2003,Defense,20:49.0,Products,Not Reported,5300453845,54259
2003,Defense,20:49.0,R&D,Firm Fixed Price,2652039914,6829
2003,Defense,20:49.0,R&D,Fixed Price Redetermination,52655276,74
2004,Defense,20:49.0,NULL,Cost Plus Fixed Fee,1516883,6
2004,Defense,20:49.0,ERS,Cost Plus Incentive,1192335475,1087
2004,Defense,20:49.0,FRS&C,Combination (two or more),56254492.4,71
2004,Defense,20:49.0,FRS&C,Order Dependent (IDV only),0,NULL
2004,Defense,20:49.0,FRS&C,Time and Materials,541845779,893
2004,Defense,20:49.0,ICT,Fixed Price Award Fee,500078,6
2004,Defense,20:49.0,PAMS,Cost Plus Award Fee,10475608301,5374
2004,Defense,20:49.0,PAMS,Cost Plus Fixed Fee,6505688577,16740
2004,Defense,20:49.0,PAMS,Order Dependent (IDV only),0,NULL
2004,Defense,20:49.0,Products,Cost No Fee,1363556860,23576
2004,Defense,20:49.0,Products,Labor Hours,23542435,98
2004,Defense,20:49.0,R&D,Cost Plus Award Fee,14331172762,1784
2004,Defense,20:49.0,R&D,Cost Plus Fixed Fee,9752092839,17756
2004,Defense,20:49.0,R&D,Order Dependent (IDV only),0,NULL
2005,Defense,20:49.0,ERS,Cost Sharing,314775,4
2005,Defense,20:49.0,Fuel,Fixed Price with Economic Price Adjustment,9184461414,1237
2005,Defense,20:49.0,ICT,Cost Plus Award Fee,661972520.5,1068
2002,Defense,20:49.0,Products,Time and Materials,379720591.5,893
2002,Defense,20:49.0,R&D,Fixed Price Award Fee,5811718,13
2002,Defense,20:49.0,R&D,Fixed Price with Economic Price Adjustment,18649365,12
2003,Defense,20:49.0,NULL,Not Reported,170153.92,45
2003,Defense,20:49.0,ERS,Fixed Price Redetermination,3576863,6
2003,Defense,20:49.0,FRS&C,Firm Fixed Price,21384436849,115683
2003,Defense,20:49.0,Fuel,Not Reported,1465004,18
2003,Defense,20:49.0,ICT,Cost Plus Fixed Fee,1096856185,4578
2003,Defense,20:49.0,ICT,Fixed Price with Economic Price Adjustment,492345441,3728
2003,Defense,20:49.0,ICT,Time and Materials,1730573699,2996
2003,Defense,20:49.0,MED,Combination (two or more),37532,2
2003,Defense,20:49.0,MED,Cost Plus Award Fee,58355,1
2003,Defense,20:49.0,PAMS,Cost Plus Fixed Fee,5489912316,15146
2003,Defense,20:49.0,PAMS,Other (none of the above),0,3
2003,Defense,20:49.0,Products,Fixed Price Award Fee,1029414386,110
2003,Defense,20:49.0,Products,Labor Hours,34972231,110
2003,Defense,20:49.0,R&D,Fixed Price Incentive,225730916,97
2004,Defense,20:49.0,ERS,Cost Plus Award Fee,1234964238,3140
2004,Defense,20:49.0,ERS,Cost Plus Fixed Fee,1341214940,1959
2004,Defense,20:49.0,ERS,Fixed Price with Economic Price Adjustment,1105102676,195
2004,Defense,20:49.0,FRS&C,Fixed Price with Economic Price Adjustment,242707878.6,1539
2004,Defense,20:49.0,Fuel,Firm Fixed Price,196580556.3,1350
2004,Defense,20:49.0,ICT,Fixed Price Redetermination,458628,5
2004,Defense,20:49.0,MED,Firm Fixed Price,5514612452,10105
2004,Defense,20:49.0,MED,Fixed Price Redetermination,103222747,20
2004,Defense,20:49.0,Products,Combination (two or more),42639391,98
2004,Defense,20:49.0,Products,Time and Materials,530903220.1,1100
2004,Defense,20:49.0,R&D,Cost Plus Incentive,1942181281,430
2004,Defense,20:49.0,R&D,Fixed Price Award Fee,43395322,24
2005,Defense,20:49.0,NULL,Combination (two or more),5986,1
2005,Defense,20:49.0,NULL,Not Reported,18325.29,9
2005,Defense,20:49.0,NULL,Time and Materials,918359,12
2005,Defense,20:49.0,ERS,Fixed Price Incentive,182284488,484
2005,Defense,20:49.0,ERS,Fixed Price Redetermination,32890609,3424
2005,Defense,20:49.0,ERS,Not Reported,128726806.1,3586
2005,Defense,20:49.0,FRS&C,Firm Fixed Price,23500638899,139446
2005,Defense,20:49.0,FRS&C,Fixed Price Incentive,450026014,208
2005,Defense,20:49.0,FRS&C,Not Reported,239287839.4,4137
2005,Defense,20:49.0,ICT,Cost Plus Fixed Fee,1328370247,7866
2005,Defense,20:49.0,ICT,Fixed Price with Economic Price Adjustment,825572676,2647
2005,Defense,20:49.0,MED,Cost Plus Award Fee,12201468,3
2005,Defense,20:49.0,MED,Cost Plus Fixed Fee,19974316,153
2005,Defense,20:49.0,MED,Fixed Price Level of Effort,1560,1
2005,Defense,20:49.0,MED,Fixed Price with Economic Price Adjustment,164104872.5,1062
2005,Defense,20:49.0,PAMS,Cost Sharing,22422907.23,52
2005,Defense,20:49.0,Products,Cost Plus Incentive,2555953169,699
2005,Defense,20:49.0,Products,Fixed Price Award Fee,1284715085,621
2002,Defense,20:49.0,ERS,Time and Materials,736108576.2,2097
2002,Defense,20:49.0,FRS&C,Cost Plus Award Fee,2314232483,3073
2002,Defense,20:49.0,Fuel,Firm Fixed Price,319495923,616
2002,Defense,20:49.0,Fuel,Fixed Price Redetermination,140568,2
2002,Defense,20:49.0,ICT,Fixed Price Incentive,266765825,50
2002,Defense,20:49.0,ICT,Labor Hours,227464495.2,557
2002,Defense,20:49.0,MED,Fixed Price with Economic Price Adjustment,-549987,15
2002,Defense,20:49.0,MED,Labor Hours,6577593,13
2002,Defense,20:49.0,MED,Not Reported,17456635,112
2002,Defense,20:49.0,PAMS,Cost Sharing,1796922,10
2002,Defense,20:49.0,Products,Firm Fixed Price,46401748031,135371
2002,Defense,20:49.0,R&D,Cost Plus Incentive,1263357688,472
2002,Defense,20:49.0,R&D,Not Reported,1201016,15
2003,Defense,20:49.0,NULL,Time and Materials,49375188,16
2003,Defense,20:49.0,ERS,Combination (two or more),401752.85,4
2003,Defense,20:49.0,ERS,Firm Fixed Price,7144966048,32700
2003,Defense,20:49.0,ERS,Fixed Price Incentive,232730098,221
2003,Defense,20:49.0,FRS&C,Cost Plus Incentive,243142551,183
2003,Defense,20:49.0,FRS&C,Fixed Price Award Fee,489990993,1905
2003,Defense,20:49.0,FRS&C,Other (none of the above),6521716,12
2003,Defense,20:49.0,ICT,Labor Hours,166513894,523
2003,Defense,20:49.0,ICT,Not Reported,1864287021,7846
2003,Defense,20:49.0,MED,Fixed Price Incentive,6730355,4
2003,Defense,20:49.0,MED,Fixed Price with Economic Price Adjustment,4615923,42
2003,Defense,20:49.0,MED,Time and Materials,74794325,24
2003,Defense,20:49.0,PAMS,Cost No Fee,771167245,830
2003,Defense,20:49.0,PAMS,Cost Sharing,2426578,14
2003,Defense,20:49.0,PAMS,Labor Hours,364275040.1,1854
2003,Defense,20:49.0,Products,Firm Fixed Price,58920513800,196747
2003,Defense,20:49.0,Products,Order Dependent (IDV only),0,NULL
2003,Defense,20:49.0,R&D,Cost Sharing,94685995,163
2004,Defense,20:49.0,ERS,Firm Fixed Price,6717901699,38323
2004,Defense,20:49.0,ERS,Order Dependent (IDV only),0,NULL
2004,Defense,20:49.0,FRS&C,Cost Plus Incentive,283560844,223
2004,Defense,20:49.0,FRS&C,Fixed Price Award Fee,314995777,1802
2004,Defense,20:49.0,FRS&C,Fixed Price Level of Effort,1697609,2
2004,Defense,20:49.0,FRS&C,Other (none of the above),7025683,14
2004,Defense,20:49.0,ICT,Fixed Price Level of Effort,18861331,18
2004,Defense,20:49.0,ICT,Not Reported,1742534210,8524
2004,Defense,20:49.0,ICT,Time and Materials,2151630662,3543
2004,Defense,20:49.0,MED,Combination (two or more),1586554,12
2004,Defense,20:49.0,MED,Fixed Price Incentive,17380495,14
2004,Defense,20:49.0,PAMS,Cost No Fee,890696100.7,1473
2004,Defense,20:49.0,PAMS,Fixed Price with Economic Price Adjustment,59495173.94,116
2004,Defense,20:49.0,PAMS,Labor Hours,665073304.8,2172
2004,Defense,20:49.0,PAMS,Time and Materials,3640503195,9687
2004,Defense,20:49.0,Products,Cost Plus Award Fee,3392319895,1162
2004,Defense,20:49.0,Products,Order Dependent (IDV only),0,NULL
2004,Defense,20:49.0,R&D,Cost No Fee,1449339114,2224
2003,Defense,20:49.0,NULL,Cost Plus Award Fee,2433204,5
2003,Defense,20:49.0,NULL,Cost Plus Fixed Fee,14945346.8,20
2003,Defense,20:49.0,ERS,Cost Plus Incentive,868091816,766
2003,Defense,20:49.0,ERS,Fixed Price Award Fee,248579696,315
2003,Defense,20:49.0,FRS&C,Combination (two or more),31173092,23
2003,Defense,20:49.0,FRS&C,Fixed Price Incentive,432935863,1070
2003,Defense,20:49.0,FRS&C,Not Reported,288804754,2067
2003,Defense,20:49.0,FRS&C,Order Dependent (IDV only),0,NULL
2003,Defense,20:49.0,FRS&C,Time and Materials,520214023,1381
2003,Defense,20:49.0,Fuel,Cost No Fee,16500000,4
2003,Defense,20:49.0,ICT,Firm Fixed Price,3678298230,18611
2003,Defense,20:49.0,MED,Cost Plus Fixed Fee,15807814,115
2003,Defense,20:49.0,PAMS,Combination (two or more),74350837,161
2003,Defense,20:49.0,PAMS,Cost Plus Award Fee,6161049134,5240
2003,Defense,20:49.0,PAMS,Order Dependent (IDV only),0,NULL
2003,Defense,20:49.0,Products,Cost No Fee,581501549.4,218
2003,Defense,20:49.0,Products,Cost Plus Incentive,1932863806,667
2003,Defense,20:49.0,R&D,Combination (two or more),59292,1
2003,Defense,20:49.0,R&D,Cost Plus Award Fee,14953502969,1799
2004,Defense,20:49.0,NULL,Fixed Price Award Fee,2885.2,1
2004,Defense,20:49.0,FRS&C,Labor Hours,35512931.16,292
2004,Defense,20:49.0,Fuel,Fixed Price with Economic Price Adjustment,6296303459,772
2004,Defense,20:49.0,ICT,Cost Plus Award Fee,663554543.4,640
2004,Defense,20:49.0,ICT,Order Dependent (IDV only),0,NULL
2004,Defense,20:49.0,MED,Cost Plus Incentive,682263392.9,85
2004,Defense,20:49.0,MED,Fixed Price Award Fee,61800,1
2004,Defense,20:49.0,PAMS,Firm Fixed Price,10764073450,61983
2004,Defense,20:49.0,PAMS,Fixed Price Redetermination,25961917,83
2004,Defense,20:49.0,Products,Cost Sharing,10319,8
2004,Defense,20:49.0,Products,Fixed Price Incentive,8399682777,775
2004,Defense,20:49.0,Products,Fixed Price Level of Effort,304191,1
2004,Defense,20:49.0,Products,Not Reported,5702874732,68223
2004,Defense,20:49.0,R&D,Firm Fixed Price,2990703885,7095
2004,Defense,20:49.0,R&D,Fixed Price Redetermination,28000175,55
2005,Defense,20:49.0,ERS,Cost No Fee,450721693,286
2005,Defense,20:49.0,ERS,Cost Plus Incentive,513230159,716
2005,Defense,20:49.0,FRS&C,Combination (two or more),99372263.07,94
2005,Defense,20:49.0,FRS&C,Order Dependent (IDV only),0,NULL
2005,Defense,20:49.0,FRS&C,Time and Materials,300222385.7,812
2005,Defense,20:49.0,Fuel,Cost No Fee,20051834,65
2005,Defense,20:49.0,Fuel,Not Reported,29788007,125
2005,Defense,20:49.0,ICT,Cost Sharing,1389993,4
2005,Defense,20:49.0,ICT,Fixed Price Award Fee,8329587,17
2005,Defense,20:49.0,PAMS,Cost Plus Award Fee,7289215793,6928
2005,Defense,20:49.0,PAMS,Cost Plus Fixed Fee,6637826216,19160
2005,Defense,20:49.0,PAMS,Order Dependent (IDV only),0,NULL
2005,Defense,20:49.0,PAMS,Other (none of the above),54785.71,5
2005,Defense,20:49.0,Products,Cost No Fee,992165687,261
2005,Defense,20:49.0,Products,Labor Hours,44515338,114
2005,Defense,20:49.0,MED,Cost Plus Incentive,5959126874,222
2005,Defense,20:49.0,PAMS,Fixed Price Award Fee,158517588.3,278
2005,Defense,20:49.0,PAMS,Fixed Price Redetermination,167734905,1191
2005,Defense,20:49.0,Products,Combination (two or more),150790861.9,1234
2005,Defense,20:49.0,Products,Cost Sharing,286200.2,9
2005,Defense,20:49.0,Products,Fixed Price Incentive,5114387071,1040
2005,Defense,20:49.0,Products,Fixed Price Level of Effort,35433,1
2005,Defense,20:49.0,Products,Fixed Price with Economic Price Adjustment,10055462239,74233
2005,Defense,20:49.0,Products,Not Reported,4352036473,86209
2005,Defense,20:49.0,Products,Time and Materials,697951147.3,1479
2005,Defense,20:49.0,R&D,Fixed Price Award Fee,31654812,18
2005,Defense,20:49.0,R&D,Fixed Price Redetermination,34003180,36
2006,Defense,20:49.0,ERS,Cost No Fee,520804372,344
2006,Defense,20:49.0,ERS,Labor Hours,58087861.77,134
2006,Defense,20:49.0,FRS&C,Cost Plus Fixed Fee,2415819078,1447
2006,Defense,20:49.0,FRS&C,Order Dependent (IDV only),0,NULL
2006,Defense,20:49.0,FRS&C,Time and Materials,154184693.2,815
2006,Defense,20:49.0,Fuel,Not Reported,1695983,65
2006,Defense,20:49.0,ICT,Cost Plus Incentive,144993519,397
2006,Defense,20:49.0,ICT,Cost Sharing,368242,5
2006,Defense,20:49.0,ICT,Fixed Price Award Fee,46102758.03,28
2006,Defense,20:49.0,MED,Fixed Price Level of Effort,0,1
2006,Defense,20:49.0,PAMS,Cost Plus Award Fee,10804516638,7330
2006,Defense,20:49.0,PAMS,Cost Plus Fixed Fee,6860981463,19743
2006,Defense,20:49.0,PAMS,Other (none of the above),86400,1
2006,Defense,20:49.0,Products,Cost No Fee,1387244758,513
2006,Defense,20:49.0,Products,Labor Hours,240259445,3134
2006,Defense,20:49.0,R&D,Cost Plus Award Fee,17811177501,2118
2006,Defense,20:49.0,R&D,Cost Plus Fixed Fee,14408758492,24218
2007,Defense,20:49.0,NULL,Cost No Fee,1879450,1
2007,Defense,20:49.0,ERS,Cost Sharing,4190,3
2007,Defense,20:49.0,ERS,Fixed Price Level of Effort,83499,6
2007,Defense,20:49.0,ERS,Fixed Price with Economic Price Adjustment,731452030.9,156
2007,Defense,20:49.0,ERS,Time and Materials,1609410239,3970
2007,Defense,20:49.0,FRS&C,Fixed Price Redetermination,118048702,87
2007,Defense,20:49.0,ICT,Cost No Fee,153835115.7,700
2007,Defense,20:49.0,MED,Cost No Fee,100696385.2,73
2007,Defense,20:49.0,MED,Labor Hours,23231382.76,143
2007,Defense,20:49.0,PAMS,Cost Plus Incentive,639766512.5,338
2007,Defense,20:49.0,PAMS,Fixed Price Award Fee,274303142.3,310
2007,Defense,20:49.0,PAMS,Fixed Price Redetermination,93810178.4,81
2007,Defense,20:49.0,Products,Combination (two or more),6642740073,14642
2007,Defense,20:49.0,Products,Fixed Price with Economic Price Adjustment,3929156994,12105
2007,Defense,20:49.0,Products,Time and Materials,611589773.7,2201
2007,Defense,20:49.0,R&D,Cost Plus Incentive,2284995497,659
2007,Defense,20:49.0,R&D,Fixed Price Award Fee,1068089,4
2007,Defense,20:49.0,R&D,Fixed Price Redetermination,831211.6,10
2008,Defense,20:49.0,NULL,Not Reported,-8105.15,13
2002,Defense,20:49.0,PAMS,Other (none of the above),0,1
2002,Defense,20:49.0,Products,Cost Plus Fixed Fee,3636919584,2117
2002,Defense,20:49.0,Products,Fixed Price Award Fee,580947396,54
2002,Defense,20:49.0,Products,Fixed Price Level of Effort,9845582,1
2002,Defense,20:49.0,Products,Other (none of the above),0,1
2002,Defense,20:49.0,R&D,Fixed Price Incentive,348306820,73
2002,Defense,20:49.0,R&D,Time and Materials,601190351,3361
2003,Defense,20:49.0,ERS,Cost Plus Fixed Fee,1654250801,1768
2003,Defense,20:49.0,FRS&C,Cost No Fee,392006635,644
2003,Defense,20:49.0,FRS&C,Fixed Price with Economic Price Adjustment,190201073,803
2003,Defense,20:49.0,ICT,Cost Plus Incentive,8834767,15
2003,Defense,20:49.0,ICT,Cost Sharing,1230119,6
2003,Defense,20:49.0,ICT,Fixed Price Redetermination,1068996,13
2003,Defense,20:49.0,PAMS,Fixed Price Redetermination,14743075,91
2003,Defense,20:49.0,PAMS,Not Reported,1633964135,7578
2003,Defense,20:49.0,Products,Combination (two or more),27547545.58,46
2003,Defense,20:49.0,Products,Fixed Price Redetermination,25060177.5,503
2003,Defense,20:49.0,R&D,Cost Plus Fixed Fee,7886207610,16765
2003,Defense,20:49.0,R&D,Fixed Price Award Fee,21599684,25
2003,Defense,20:49.0,R&D,Other (none of the above),0,1
2004,Defense,20:49.0,NULL,Firm Fixed Price,2747663.84,240
2004,Defense,20:49.0,ERS,Fixed Price Redetermination,11794424,7197
2004,Defense,20:49.0,ERS,Not Reported,8345903,236
2004,Defense,20:49.0,FRS&C,Firm Fixed Price,20181757592,123298
2004,Defense,20:49.0,FRS&C,Fixed Price Incentive,453219334.7,462
2004,Defense,20:49.0,ICT,Cost No Fee,78979334.69,172
2004,Defense,20:49.0,ICT,Fixed Price with Economic Price Adjustment,465577285,3222
2004,Defense,20:49.0,MED,Cost Plus Fixed Fee,27651934,154
2004,Defense,20:49.0,PAMS,Cost Plus Incentive,535933538,306
2004,Defense,20:49.0,Products,Cost Plus Incentive,3143595970,753
2004,Defense,20:49.0,Products,Fixed Price with Economic Price Adjustment,3170465105,12955
2005,Defense,20:49.0,NULL,Cost No Fee,5886.33,1
2005,Defense,20:49.0,NULL,Order Dependent (IDV only),0,NULL
2005,Defense,20:49.0,ERS,Cost Plus Award Fee,1273942050,3977
2005,Defense,20:49.0,ERS,Fixed Price with Economic Price Adjustment,1245151825,375
2005,Defense,20:49.0,ERS,Labor Hours,15492447,108
2005,Defense,20:49.0,FRS&C,Cost Plus Award Fee,2814410007,3445
2005,Defense,20:49.0,FRS&C,Cost Plus Fixed Fee,2240735984,1263
2005,Defense,20:49.0,FRS&C,Labor Hours,43178249,291
2005,Defense,20:49.0,Fuel,Firm Fixed Price,330184795.6,2762
2005,Defense,20:49.0,ICT,Firm Fixed Price,5493110837,37586
2005,Defense,20:49.0,ICT,Fixed Price Incentive,456192965,316
2005,Defense,20:49.0,MED,Fixed Price Redetermination,-3600478.2,19
2005,Defense,20:49.0,PAMS,Combination (two or more),593791269.4,1156
2005,Defense,20:49.0,PAMS,Fixed Price Incentive,353822263.1,80
2005,Defense,20:49.0,R&D,Cost Plus Incentive,1730322579,430
2006,Defense,20:49.0,NULL,Not Reported,627730.75,14
2006,Defense,20:49.0,NULL,Time and Materials,70338804,53
2002,Defense,20:49.0,PAMS,Cost Plus Award Fee,3673197749,5296
2002,Defense,20:49.0,PAMS,Fixed Price with Economic Price Adjustment,65880181,74
2002,Defense,20:49.0,PAMS,Labor Hours,465196081.4,1928
2002,Defense,20:49.0,Products,Cost No Fee,1518827076,137
2002,Defense,20:49.0,Products,Cost Plus Award Fee,2664323706,1313
2002,Defense,20:49.0,Products,Fixed Price with Economic Price Adjustment,2254130527,5802
2002,Defense,20:49.0,Products,Labor Hours,36547771,88
2002,Defense,20:49.0,R&D,Fixed Price Redetermination,35188318,59
2003,Defense,20:49.0,NULL,Cost No Fee,1980000,1
2003,Defense,20:49.0,NULL,Order Dependent (IDV only),0,NULL
2003,Defense,20:49.0,ERS,Cost No Fee,117040064,208
2003,Defense,20:49.0,ERS,Cost Plus Award Fee,1430619107,3312
2003,Defense,20:49.0,ERS,Fixed Price with Economic Price Adjustment,615537575,218
2003,Defense,20:49.0,ERS,Labor Hours,5717678,44
2003,Defense,20:49.0,ERS,Order Dependent (IDV only),0,NULL
2003,Defense,20:49.0,FRS&C,Cost Plus Fixed Fee,1268863140,1201
2003,Defense,20:49.0,FRS&C,Fixed Price Level of Effort,1578036,1
2003,Defense,20:49.0,ICT,Fixed Price Award Fee,5349943,7
2003,Defense,20:49.0,MED,Firm Fixed Price,6814887124,6050
2003,Defense,20:49.0,MED,Fixed Price Redetermination,36226981,3
2003,Defense,20:49.0,PAMS,Fixed Price Incentive,510734676,113
2003,Defense,20:49.0,PAMS,Time and Materials,2921976117,8590
2003,Defense,20:49.0,Products,Time and Materials,419297137.5,968
2003,Defense,20:49.0,R&D,Cost Plus Incentive,1771944254,441
2003,Defense,20:49.0,R&D,Fixed Price with Economic Price Adjustment,718529,3
2004,Defense,20:49.0,NULL,Not Reported,-2500,2
2004,Defense,20:49.0,ERS,Time and Materials,1219309362,2562
2004,Defense,20:49.0,FRS&C,Fixed Price Redetermination,87470981.85,75
2004,Defense,20:49.0,FRS&C,Not Reported,290263877.8,1735
2004,Defense,20:49.0,Fuel,Not Reported,31694716,22
2004,Defense,20:49.0,ICT,Cost Plus Fixed Fee,1306939441,7358
2004,Defense,20:49.0,MED,Cost No Fee,20382171.44,28
2004,Defense,20:49.0,MED,Cost Plus Award Fee,-14584,1
2004,Defense,20:49.0,MED,Fixed Price with Economic Price Adjustment,52455127.84,364
2004,Defense,20:49.0,MED,Labor Hours,4891353,74
2004,Defense,20:49.0,MED,Order Dependent (IDV only),0,NULL
2004,Defense,20:49.0,PAMS,Fixed Price Award Fee,118395881.2,167
2004,Defense,20:49.0,Products,Cost Plus Fixed Fee,5890806591,2722
2004,Defense,20:49.0,Products,Fixed Price Award Fee,1165586676,147
2004,Defense,20:49.0,R&D,Combination (two or more),28524308.76,6
2004,Defense,20:49.0,R&D,Fixed Price Incentive,121564034,83
2005,Defense,20:49.0,NULL,Cost Plus Fixed Fee,425220,1
2005,Defense,20:49.0,ERS,Cost Plus Fixed Fee,1763375008,2070
2005,Defense,20:49.0,ERS,Fixed Price Award Fee,179918688,222
2005,Defense,20:49.0,FRS&C,Cost Plus Incentive,293347823,229
2005,Defense,20:49.0,FRS&C,Fixed Price with Economic Price Adjustment,240430716.1,4853
2005,Defense,20:49.0,ICT,Cost Plus Incentive,83089295,88
2005,Defense,20:49.0,ICT,Fixed Price Redetermination,1784128,10
2002,Defense,20:49.0,Products,Order Dependent (IDV only),0,NULL
2002,Defense,20:49.0,R&D,Cost No Fee,850266515.5,1954
2002,Defense,20:49.0,R&D,Cost Sharing,112792877,191
2003,Defense,20:49.0,NULL,Combination (two or more),37618,7
2003,Defense,20:49.0,NULL,Labor Hours,4255,1
2003,Defense,20:49.0,ERS,Not Reported,11532287,209
2003,Defense,20:49.0,FRS&C,Cost Plus Award Fee,2767529199,3950
2003,Defense,20:49.0,Fuel,Firm Fixed Price,267066958.1,1079
2003,Defense,20:49.0,ICT,Combination (two or more),75591073.91,128
2003,Defense,20:49.0,ICT,Fixed Price Incentive,498752299,157
2003,Defense,20:49.0,ICT,Fixed Price Level of Effort,1324320,4
2003,Defense,20:49.0,MED,Not Reported,19665220,213
2003,Defense,20:49.0,PAMS,Fixed Price Level of Effort,0,1
2003,Defense,20:49.0,R&D,Cost No Fee,1154733915,2191
2003,Defense,20:49.0,R&D,Labor Hours,50986734,185
2003,Defense,20:49.0,R&D,Not Reported,1066784,11
2004,Defense,20:49.0,NULL,Time and Materials,130193,3
2004,Defense,20:49.0,ERS,Combination (two or more),1686059.04,17
2004,Defense,20:49.0,ERS,Fixed Price Incentive,248663328,190
2004,Defense,20:49.0,FRS&C,Cost Plus Award Fee,3335115524,3240
2004,Defense,20:49.0,FRS&C,Cost Sharing,643099,15
2004,Defense,20:49.0,Fuel,Fixed Price Redetermination,426,1
2004,Defense,20:49.0,ICT,Combination (two or more),185912898.8,282
2004,Defense,20:49.0,ICT,Fixed Price Incentive,366131342,163
2004,Defense,20:49.0,ICT,Labor Hours,203599762.8,607
2004,Defense,20:49.0,MED,Not Reported,31899748,391
2004,Defense,20:49.0,PAMS,Cost Sharing,15675814.74,36
2004,Defense,20:49.0,PAMS,Fixed Price Level of Effort,16694896,13
2004,Defense,20:49.0,Products,Firm Fixed Price,61887778736,264033
2004,Defense,20:49.0,Products,Fixed Price Redetermination,280665702,563
2004,Defense,20:49.0,R&D,Not Reported,154751,7
2004,Defense,20:49.0,R&D,Time and Materials,789206104.3,4145
2005,Defense,20:49.0,ERS,Combination (two or more),13976443,29
2005,Defense,20:49.0,ERS,Firm Fixed Price,9123973438,68342
2005,Defense,20:49.0,FRS&C,Cost No Fee,535722884.2,8154
2005,Defense,20:49.0,FRS&C,Fixed Price Award Fee,334559758,1573
2005,Defense,20:49.0,FRS&C,Other (none of the above),8105529,11
2005,Defense,20:49.0,ICT,Labor Hours,279381507.3,736
2005,Defense,20:49.0,ICT,Time and Materials,2345096226,4744
2005,Defense,20:49.0,MED,Combination (two or more),3542720,25
2005,Defense,20:49.0,MED,Fixed Price Incentive,20514178,14
2005,Defense,20:49.0,PAMS,Cost No Fee,3735012413,1607
2005,Defense,20:49.0,PAMS,Fixed Price with Economic Price Adjustment,332956964.4,251
2005,Defense,20:49.0,PAMS,Labor Hours,433624833.8,2723
2005,Defense,20:49.0,Products,Cost Plus Award Fee,4201376725,1506
2005,Defense,20:49.0,Products,Firm Fixed Price,76226203731,850547
2005,Defense,20:49.0,Products,Fixed Price Redetermination,207822762.1,1147
2005,Defense,20:49.0,Products,Order Dependent (IDV only),0,NULL
2005,Defense,20:49.0,R&D,Fixed Price Level of Effort,0,7
2004,Defense,20:49.0,R&D,Cost Sharing,92327562,171
2004,Defense,20:49.0,R&D,Labor Hours,42408145,181
2005,Defense,20:49.0,ERS,Order Dependent (IDV only),0,NULL
2005,Defense,20:49.0,FRS&C,Cost Sharing,1218959,20
2005,Defense,20:49.0,FRS&C,Fixed Price Level of Effort,12547737,11
2005,Defense,20:49.0,Fuel,Fixed Price Redetermination,11856.28,1
2005,Defense,20:49.0,ICT,Combination (two or more),289404408.9,543
2005,Defense,20:49.0,MED,Firm Fixed Price,1634630961,12628
2005,Defense,20:49.0,MED,Not Reported,87812743,828
2005,Defense,20:49.0,MED,Order Dependent (IDV only),0,NULL
2005,Defense,20:49.0,PAMS,Fixed Price Level of Effort,38677336,47
2005,Defense,20:49.0,PAMS,Time and Materials,4791794429,11719
2005,Defense,20:49.0,Products,Cost Plus Fixed Fee,5255708787,3078
2005,Defense,20:49.0,R&D,Cost No Fee,1278351163,2352
2005,Defense,20:49.0,R&D,Fixed Price with Economic Price Adjustment,73221859,44
2005,Defense,20:49.0,R&D,Labor Hours,55695486.15,370
2005,Defense,20:49.0,R&D,Not Reported,9992,4
2005,Defense,20:49.0,R&D,Time and Materials,990949346.6,3113
2006,Defense,20:49.0,ERS,Combination (two or more),74848266.85,209
2006,Defense,20:49.0,FRS&C,Cost No Fee,390189182.4,850
2006,Defense,20:49.0,FRS&C,Cost Sharing,318905,19
2006,Defense,20:49.0,FRS&C,Fixed Price with Economic Price Adjustment,296518784.3,860
2006,Defense,20:49.0,ICT,Combination (two or more),499435910.6,1099
2006,Defense,20:49.0,ICT,Labor Hours,376252427.7,915
2006,Defense,20:49.0,MED,Order Dependent (IDV only),0,NULL
2006,Defense,20:49.0,PAMS,Not Reported,967484961,6310
2006,Defense,20:49.0,Products,Cost Plus Fixed Fee,5355241490,3871
2006,Defense,20:49.0,Products,Fixed Price Award Fee,707305615.2,920
2006,Defense,20:49.0,Products,Fixed Price Redetermination,180981969.6,754
2006,Defense,20:49.0,R&D,Fixed Price Incentive,135234333,72
2006,Defense,20:49.0,R&D,Time and Materials,899356895.5,3091
2007,Defense,20:49.0,NULL,Firm Fixed Price,17599883.36,30
2007,Defense,20:49.0,ERS,Cost Plus Fixed Fee,1823129628,3917
2007,Defense,20:49.0,ERS,Firm Fixed Price,8227090511,70275
2007,Defense,20:49.0,ERS,Fixed Price Redetermination,4975740,6
2007,Defense,20:49.0,ERS,Other (none of the above),0,1
