fiscal_year,Query_Run,Customer,SubCustomer,FundingMechanismClassification,SumOfobligatedAmount,SumOfnumberOfActions
2007,00:36.7,Defense,Other DoD,Cost Plus Incentive,119732477,243
2007,00:36.7,Defense,Other DoD,Fixed Price Award Fee,127114595.1,38
2008,00:36.7,Defense,Air Force,Combination (two or more),2946687340,7528
2008,00:36.7,Defense,Air Force,Cost Sharing,58969280.12,116
2008,00:36.7,Defense,Air Force,Fixed Price Incentive,1129364881,1038
2008,00:36.7,Defense,Army,Cost Plus Fixed Fee,11373245757,13981
2008,00:36.7,Defense,Army,Order Dependent (IDV only),0,NULL
2008,00:36.7,Defense,DLA,Order Dependent (IDV only),0,NULL
2008,00:36.7,Defense,MDA,Firm Fixed Price,78409712.54,304
2008,00:36.7,Defense,Navy,Cost Plus Incentive,8125263878,1946
2004,00:36.7,Defense,Navy,Fixed Price Incentive,7922198830,1025
2004,00:36.7,Defense,Navy,Not Reported,2609616483,18075
2004,00:36.7,Defense,Other DoD,Cost Plus Award Fee,1188062673,1017
2004,00:36.7,Defense,Other DoD,Cost Plus Incentive,75393970,9
2005,00:36.7,Defense,Air Force,Cost Plus Incentive,1209586647,666
2005,00:36.7,Defense,Air Force,Fixed Price Redetermination,26429680,95
2005,00:36.7,Defense,MilitaryHealth,Fixed Price Incentive,20514178,14
2005,00:36.7,Defense,MilitaryHealth,Not Reported,963120,27
2005,00:36.7,Defense,Navy,Fixed Price Award Fee,429056521,1616
2005,00:36.7,Defense,Navy,Fixed Price with Economic Price Adjustment,2374394765,1535
2006,00:36.7,Defense,Air Force,Fixed Price Level of Effort,35566296.2,40
2006,00:36.7,Defense,MDA,Cost No Fee,202832955,52
2006,00:36.7,Defense,MDA,Cost Plus Fixed Fee,376465825.4,421
2006,00:36.7,Defense,MDA,Labor Hours,888483,4
2006,00:36.7,Defense,Navy,Fixed Price Incentive,4819606180,808
2006,00:36.7,Defense,Navy,Not Reported,1421883407,23754
2006,00:36.7,Defense,Other DoD,Cost Plus Award Fee,1457075802,1748
2006,00:36.7,Defense,Other DoD,Cost Plus Incentive,28446933,10
2007,00:36.7,Defense,Army,Fixed Price with Economic Price Adjustment,870678511.1,5196
2007,00:36.7,Defense,DLA,Order Dependent (IDV only),0,NULL
2007,00:36.7,Defense,MilitaryHealth,Combination (two or more),1604454585,74
2007,00:36.7,Defense,MilitaryHealth,Order Dependent (IDV only),0,NULL
2007,00:36.7,Defense,Navy,Cost Plus Incentive,4784418228,2486
2007,00:36.7,Defense,Navy,Firm Fixed Price,37681099067,262772
2007,00:36.7,Defense,Navy,Fixed Price Award Fee,321996957.7,332
2007,00:36.7,Defense,Other DoD,Fixed Price Level of Effort,2859605,19
2008,00:36.7,Defense,Air Force,Fixed Price Level of Effort,119850444.9,215
2008,00:36.7,Defense,Air Force,Fixed Price with Economic Price Adjustment,4033426500,1116
2008,00:36.7,Defense,Army,Firm Fixed Price,1.03463E+11,432895
2008,00:36.7,Defense,Army,Fixed Price Incentive,105765134.6,33
2008,00:36.7,Defense,Army,Not Reported,79919965.32,3418
2008,00:36.7,Defense,DLA,Cost Sharing,1416790.1,17
2008,00:36.7,Defense,DLA,Firm Fixed Price,19369668563,526783
2008,00:36.7,Defense,DLA,Fixed Price Incentive,178704304.5,4343
2008,00:36.7,Defense,DLA,Not Reported,3109060.83,127
2008,00:36.7,Defense,MDA,Cost Plus Fixed Fee,199360182.9,464
2008,00:36.7,Defense,MDA,Labor Hours,5993377,34
2008,00:36.7,Defense,MilitaryHealth,Fixed Price Redetermination,60862478.45,11
2008,00:36.7,Defense,Navy,Combination (two or more),11810056700,8707
2008,00:36.7,Defense,Navy,Fixed Price Incentive,3701692163,1052
2008,00:36.7,Defense,Navy,Order Dependent (IDV only),0,NULL
2009,00:36.7,Defense,Army,Cost Plus Award Fee,4258677969,3205
2009,00:36.7,Defense,Army,Fixed Price with Economic Price Adjustment,1786848890,4085
2009,00:36.7,Defense,Army,Order Dependent (IDV only),0,NULL
2009,00:36.7,Defense,DLA,Cost No Fee,15983287.09,52
2004,00:36.7,Defense,DLA,Order Dependent (IDV only),0,NULL
2004,00:36.7,Defense,MDA,Firm Fixed Price,137906516.7,232
2004,00:36.7,Defense,MilitaryHealth,Fixed Price Award Fee,-418608,1
2004,00:36.7,Defense,Navy,Cost Plus Incentive,3566822198,1632
2004,00:36.7,Defense,Other DoD,Combination (two or more),52221856.08,96
2005,00:36.7,Defense,Air Force,Cost Plus Award Fee,7651133447,3455
2005,00:36.7,Defense,Army,Cost Plus Award Fee,7122095759,3413
2005,00:36.7,Defense,Army,Cost Plus Fixed Fee,7332124381,9703
2005,00:36.7,Defense,Army,Fixed Price Redetermination,401384516.8,4899
2005,00:36.7,Defense,Army,Order Dependent (IDV only),0,NULL
2005,00:36.7,Defense,DLA,Order Dependent (IDV only),0,NULL
2005,00:36.7,Defense,MDA,Cost Plus Award Fee,3090301929,371
2005,00:36.7,Defense,MDA,Cost Plus Fixed Fee,329467552.7,230
2005,00:36.7,Defense,MDA,Firm Fixed Price,97350247.43,254
2005,00:36.7,Defense,MilitaryHealth,Cost Plus Incentive,5935949409,180
2005,00:36.7,Defense,Navy,Cost Plus Incentive,3083584546,1389
2005,00:36.7,Defense,Navy,Fixed Price Level of Effort,3235863,15
2005,00:36.7,Defense,Other DoD,Cost Plus Fixed Fee,1167819231,1518
2005,00:36.7,Defense,Other DoD,Fixed Price Redetermination,2203118.08,16
2005,00:36.7,Defense,Other DoD,Other (none of the above),54785.71,5
2006,00:36.7,Defense,Air Force,Cost Plus Incentive,1402616225,701
2006,00:36.7,Defense,Army,Other (none of the above),8926245,7
2006,00:36.7,Defense,DLA,Cost Plus Fixed Fee,13110400,26
2006,00:36.7,Defense,DLA,Other (none of the above),378000,3
2006,00:36.7,Defense,MDA,Cost Plus Award Fee,2614761066,384
2006,00:36.7,Defense,MilitaryHealth,Cost Plus Incentive,6777331246,239
2006,00:36.7,Defense,MilitaryHealth,Not Reported,982633.76,44
2006,00:36.7,Defense,Navy,Cost Sharing,23381309.26,72
2006,00:36.7,Defense,Navy,Fixed Price Level of Effort,5728469,30
2006,00:36.7,Defense,Other DoD,Fixed Price Redetermination,3721506,5
2007,00:36.7,Defense,Air Force,Fixed Price Award Fee,246741892.4,408
2007,00:36.7,Defense,Army,Other (none of the above),2617301.5,12
2007,00:36.7,Defense,DLA,Cost Plus Fixed Fee,8573399,29
2007,00:36.7,Defense,DLA,Fixed Price Award Fee,14701811.38,329
2007,00:36.7,Defense,DLA,Other (none of the above),720000,2
2007,00:36.7,Defense,MDA,Cost Plus Incentive,90400000,4
2007,00:36.7,Defense,MilitaryHealth,Fixed Price Incentive,174805084.2,58
2007,00:36.7,Defense,Navy,Cost No Fee,303490924.7,788
2007,00:36.7,Defense,Navy,Cost Sharing,23761060.91,101
2007,00:36.7,Defense,Navy,Fixed Price with Economic Price Adjustment,2276099459,1097
2007,00:36.7,Defense,Navy,Labor Hours,184223275.4,1767
2007,00:36.7,Defense,Other DoD,Firm Fixed Price,3419323349,40347
2008,00:36.7,Defense,Air Force,Fixed Price Award Fee,1404707366,407
2008,00:36.7,Defense,Army,Cost Plus Award Fee,9422696655,3337
2008,00:36.7,Defense,Army,Cost Sharing,23950439.14,133
2008,00:36.7,Defense,MDA,Cost Plus Incentive,230965200,14
2008,00:36.7,Defense,MDA,Fixed Price Award Fee,24682805,1
2008,00:36.7,Defense,MDA,Fixed Price Level of Effort,0,NULL
2008,00:36.7,Defense,MilitaryHealth,Combination (two or more),729361141,100
2008,00:36.7,Defense,MilitaryHealth,Fixed Price Incentive,177458698.6,90
2008,00:36.7,Defense,Navy,Cost No Fee,162942718.6,713
2008,00:36.7,Defense,Navy,Fixed Price with Economic Price Adjustment,2657839989,2263
2008,00:36.7,Defense,Navy,Labor Hours,90245366.64,1775
2008,00:36.7,Defense,Navy,Time and Materials,1076191542,8580
2008,00:36.7,Defense,Other DoD,Cost Plus Award Fee,565137552.5,2017
2008,00:36.7,Defense,Other DoD,Cost Plus Fixed Fee,1332665066,1813
2008,00:36.7,Defense,Other DoD,Firm Fixed Price,7730228159,47962
2009,00:36.7,Defense,Air Force,Cost Plus Incentive,2531701625,1044
2009,00:36.7,Defense,Air Force,Not Reported,67609755.44,2505
2009,00:36.7,Defense,Army,Cost No Fee,6436584984,4395
2009,00:36.7,Defense,Army,Cost Sharing,146726838.7,81
2009,00:36.7,Defense,DLA,Cost Plus Incentive,2436973.34,4
2009,00:36.7,Defense,MDA,Fixed Price Level of Effort,4500911.85,16
2009,00:36.7,Defense,MilitaryHealth,Labor Hours,28304,1
2009,00:36.7,Defense,MilitaryHealth,Not Reported,303279,1
2009,00:36.7,Defense,MilitaryHealth,Time and Materials,2529359.5,2
2009,00:36.7,Defense,Navy,Fixed Price Incentive,4168938703,767
2009,00:36.7,Defense,Navy,Time and Materials,893925089.9,8179
2009,00:36.7,Defense,Other DoD,Cost Plus Award Fee,229314418.6,978
2010,00:36.7,Defense,Air Force,Cost Plus Incentive,2735552732,1445
2010,00:36.7,Defense,Air Force,Fixed Price Level of Effort,115961721.9,428
2010,00:36.7,Defense,Air Force,Not Reported,8685703.61,133
2010,00:36.7,Defense,Army,Cost No Fee,3147029923,3950
2010,00:36.7,Defense,Army,Fixed Price Award Fee,175205691.5,1050
2010,00:36.7,Defense,DLA,Fixed Price Award Fee,3822,3
2010,00:36.7,Defense,MDA,Cost No Fee,41435096.63,152
2010,00:36.7,Defense,MDA,Cost Sharing,9628,1
2010,00:36.7,Defense,MDA,Labor Hours,53564231.79,302
2010,00:36.7,Defense,MilitaryHealth,Fixed Price Level of Effort,-146476.51,1
2010,00:36.7,Defense,MilitaryHealth,Order Dependent (IDV only),0,NULL
2010,00:36.7,Defense,MilitaryHealth,Time and Materials,2425491.12,3
2010,00:36.7,Defense,Navy,Not Reported,49754353.94,450
2010,00:36.7,Defense,Other DoD,Cost Plus Incentive,71536189.79,493
2010,00:36.7,Defense,Other DoD,Fixed Price Award Fee,229589908.6,272
2011,00:36.7,Defense,Air Force,Combination (two or more),584862868.6,1673
2011,00:36.7,Defense,Air Force,Cost Sharing,118938587.9,72
2011,00:36.7,Defense,Air Force,Fixed Price Incentive,2918527917,1323
2011,00:36.7,Defense,Air Force,Fixed Price Level of Effort,102440026.8,367
2011,00:36.7,Defense,Army,Fixed Price Award Fee,59910109.72,767
2011,00:36.7,Defense,DLA,Cost Sharing,1109684,7
2011,00:36.7,Defense,MDA,Cost No Fee,36440733.74,143
2005,00:36.7,Defense,Army,Fixed Price Incentive,444596893,84
2005,00:36.7,Defense,Army,Fixed Price Level of Effort,19753392,34
2005,00:36.7,Defense,Army,Not Reported,2628671325,42820
2005,00:36.7,Defense,DLA,Cost Sharing,627826,6
2005,00:36.7,Defense,DLA,Fixed Price Incentive,159773061,54
2005,00:36.7,Defense,DLA,Fixed Price Level of Effort,35433,1
2005,00:36.7,Defense,DLA,Not Reported,542352952,4711
2005,00:36.7,Defense,MDA,Not Reported,10424621,49
2005,00:36.7,Defense,MilitaryHealth,Fixed Price Redetermination,-2752442.2,19
2005,00:36.7,Defense,Navy,Combination (two or more),68105814.03,89
2005,00:36.7,Defense,Navy,Cost Plus Award Fee,12181211876,10180
2005,00:36.7,Defense,Navy,Order Dependent (IDV only),0,NULL
2005,00:36.7,Defense,Other DoD,Cost No Fee,158987925.9,212
2005,00:36.7,Defense,Other DoD,Labor Hours,73658254.85,223
2006,00:36.7,Defense,Air Force,Labor Hours,457269831.3,1271
2006,00:36.7,Defense,Army,Labor Hours,369953651.2,1502
2006,00:36.7,Defense,DLA,Cost No Fee,1456818,38
2006,00:36.7,Defense,DLA,Labor Hours,209708736.3,3096
2006,00:36.7,Defense,MilitaryHealth,Firm Fixed Price,920127740.7,250
2006,00:36.7,Defense,Navy,Firm Fixed Price,30640958018,206469
2006,00:36.7,Defense,Navy,Fixed Price Redetermination,52837831.57,81
2006,00:36.7,Defense,Other DoD,Fixed Price Level of Effort,2447627.94,10
2006,00:36.7,Defense,Other DoD,Fixed Price with Economic Price Adjustment,305235495,2285
2006,00:36.7,Defense,Other DoD,Time and Materials,1960297399,2899
2007,00:36.7,Defense,Air Force,Time and Materials,3590028672,9955
2007,00:36.7,Defense,Army,Combination (two or more),7343793961,12019
2007,00:36.7,Defense,Army,Fixed Price Incentive,85214962.38,88
2007,00:36.7,Defense,Army,Fixed Price Level of Effort,96044523.38,603
2007,00:36.7,Defense,Army,Not Reported,33231244.28,790
2007,00:36.7,Defense,Army,Time and Materials,7437877019,13575
2007,00:36.7,Defense,DLA,Combination (two or more),598007875,11777
2007,00:36.7,Defense,DLA,Fixed Price Incentive,143420961,3666
2007,00:36.7,Defense,DLA,Fixed Price Level of Effort,499895,1
2007,00:36.7,Defense,DLA,Fixed Price with Economic Price Adjustment,12386302296,11788
2007,00:36.7,Defense,DLA,Not Reported,1069770.93,47
2007,00:36.7,Defense,DLA,Time and Materials,75897424.89,220
2007,00:36.7,Defense,MDA,Combination (two or more),1394321511,736
2007,00:36.7,Defense,MDA,Not Reported,3135847.46,27
2007,00:36.7,Defense,MDA,Order Dependent (IDV only),0,NULL
2007,00:36.7,Defense,MDA,Time and Materials,4051777,10
2007,00:36.7,Defense,MilitaryHealth,Fixed Price Redetermination,-1894513.42,35
2007,00:36.7,Defense,Navy,Cost Plus Award Fee,16325987704,14789
2007,00:36.7,Defense,Navy,Cost Plus Fixed Fee,11613067452,34131
2007,00:36.7,Defense,Navy,Order Dependent (IDV only),0,NULL
2007,00:36.7,Defense,Navy,Other (none of the above),56713.2,8
2007,00:36.7,Defense,Other DoD,Fixed Price Incentive,277185650.9,9
2005,00:36.7,Defense,Air Force,Cost Plus Fixed Fee,7480567374,10086
2005,00:36.7,Defense,Air Force,Fixed Price Award Fee,1287293479,533
2005,00:36.7,Defense,Army,Firm Fixed Price,63888045229,295121
2005,00:36.7,Defense,DLA,Firm Fixed Price,14128441470,526579
2005,00:36.7,Defense,MilitaryHealth,Fixed Price Award Fee,3654790,1
2005,00:36.7,Defense,Navy,Cost No Fee,885420232,585
2005,00:36.7,Defense,Navy,Cost Sharing,38488828,64
2005,00:36.7,Defense,Other DoD,Firm Fixed Price,4094173776,22546
2005,00:36.7,Defense,Other DoD,Order Dependent (IDV only),0,NULL
2006,00:36.7,Defense,Air Force,Cost Plus Fixed Fee,9003580615,11970
2006,00:36.7,Defense,Air Force,Fixed Price Award Fee,858233118.3,386
2006,00:36.7,Defense,Army,Cost Plus Award Fee,10042451786,3819
2006,00:36.7,Defense,Army,Cost Plus Fixed Fee,10080766606,11046
2006,00:36.7,Defense,Army,Firm Fixed Price,66078060729,331889
2006,00:36.7,Defense,Army,Order Dependent (IDV only),0,2
2006,00:36.7,Defense,DLA,Firm Fixed Price,16913103611,468417
2006,00:36.7,Defense,DLA,Order Dependent (IDV only),0,NULL
2006,00:36.7,Defense,MDA,Cost Plus Incentive,2000000,2
2006,00:36.7,Defense,MDA,Firm Fixed Price,79342528.99,296
2006,00:36.7,Defense,MilitaryHealth,Fixed Price Incentive,65549211.36,22
2006,00:36.7,Defense,Navy,Cost No Fee,1014932843,722
2006,00:36.7,Defense,Navy,Fixed Price with Economic Price Adjustment,2445421624,568
2006,00:36.7,Defense,Navy,Labor Hours,136039434.6,1456
2006,00:36.7,Defense,Other DoD,Cost Plus Fixed Fee,1199244165,1584
2006,00:36.7,Defense,Other DoD,Firm Fixed Price,4629519228,26842
2007,00:36.7,Defense,Air Force,Cost Plus Incentive,1665333838,805
2007,00:36.7,Defense,Army,Cost Plus Award Fee,7600788395,3396
2007,00:36.7,Defense,Army,Order Dependent (IDV only),-6060,7
2007,00:36.7,Defense,MDA,Cost Plus Award Fee,3039460751,493
2007,00:36.7,Defense,MDA,Cost Sharing,2125113,1
2007,00:36.7,Defense,MilitaryHealth,Cost Plus Incentive,6054618373,427
2007,00:36.7,Defense,MilitaryHealth,Not Reported,29242107.24,4
2007,00:36.7,Defense,Navy,Fixed Price Level of Effort,20628381.76,141
2007,00:36.7,Defense,Navy,Time and Materials,1452933481,8968
2007,00:36.7,Defense,Other DoD,Cost Plus Fixed Fee,1136088575,1759
2007,00:36.7,Defense,Other DoD,Fixed Price Redetermination,8612121,4
2008,00:36.7,Defense,Air Force,Cost Plus Incentive,1798303225,914
2008,00:36.7,Defense,Army,Fixed Price Award Fee,49404102.9,263
2008,00:36.7,Defense,Army,Other (none of the above),246072.98,2
2008,00:36.7,Defense,DLA,Cost Plus Fixed Fee,9190688,28
2008,00:36.7,Defense,DLA,Fixed Price Award Fee,2010874.3,8
2008,00:36.7,Defense,DLA,Other (none of the above),95000,2
2008,00:36.7,Defense,MDA,Cost No Fee,6767585,67
2008,00:36.7,Defense,MDA,Cost Plus Award Fee,1642946532,714
2008,00:36.7,Defense,MilitaryHealth,Fixed Price Level of Effort,446492.42,6
2008,00:36.7,Defense,MilitaryHealth,Not Reported,-8701332.59,1
2008,00:36.7,Defense,Navy,Fixed Price Level of Effort,25009063.12,217
2008,00:36.7,Defense,Navy,Not Reported,5640568508,17863
2008,00:36.7,Defense,Other DoD,Cost Plus Incentive,65732288.97,175
2009,00:36.7,Defense,Air Force,Cost Sharing,108127385.5,97
2009,00:36.7,Defense,Air Force,Fixed Price Incentive,1261202855,984
2009,00:36.7,Defense,Army,Fixed Price Award Fee,151457487.2,210
2009,00:36.7,Defense,Army,Other (none of the above),0,1
2009,00:36.7,Defense,DLA,Cost Plus Fixed Fee,27315779.41,64
2009,00:36.7,Defense,DLA,Fixed Price Award Fee,395255.46,35
2009,00:36.7,Defense,MDA,Cost No Fee,20235706.04,83
2009,00:36.7,Defense,MDA,Fixed Price Award Fee,-105000,2
2009,00:36.7,Defense,MDA,Labor Hours,79241419.58,218
2009,00:36.7,Defense,MilitaryHealth,Combination (two or more),2641613532,85
2009,00:36.7,Defense,MilitaryHealth,Fixed Price Incentive,200326037.5,77
2009,00:36.7,Defense,MilitaryHealth,Fixed Price Level of Effort,139920.8,5
2009,00:36.7,Defense,Navy,Fixed Price with Economic Price Adjustment,536048536.4,1842
2009,00:36.7,Defense,Navy,Labor Hours,58247684.17,926
2009,00:36.7,Defense,Navy,Not Reported,3282328455,8954
2009,00:36.7,Defense,Other DoD,Cost Plus Incentive,36479285.72,291
2009,00:36.7,Defense,Other DoD,Firm Fixed Price,8554487528,52620
2010,00:36.7,Defense,Air Force,Cost No Fee,2483056953,6027
2010,00:36.7,Defense,Air Force,Cost Sharing,103057623.9,88
2010,00:36.7,Defense,Air Force,Fixed Price Incentive,1928088117,1176
2010,00:36.7,Defense,Army,Cost Plus Incentive,2051360015,712
2010,00:36.7,Defense,Army,Cost Sharing,119529465.6,176
2010,00:36.7,Defense,DLA,Cost Plus Incentive,130793.44,1
2010,00:36.7,Defense,MDA,Fixed Price Award Fee,119500,5
2010,00:36.7,Defense,MDA,Fixed Price Level of Effort,939219.96,8
2010,00:36.7,Defense,MilitaryHealth,Combination (two or more),0,2
2010,00:36.7,Defense,Navy,Fixed Price Incentive,9568140520,1152
2010,00:36.7,Defense,Navy,Fixed Price with Economic Price Adjustment,571465803.6,1675
2010,00:36.7,Defense,Navy,Time and Materials,869259663,7770
2010,00:36.7,Defense,Other DoD,Cost Plus Award Fee,227453613.6,1400
2010,00:36.7,Defense,Other DoD,Cost Sharing,6368640.57,20
2011,00:36.7,Defense,Air Force,Cost No Fee,2801183786,5864
2011,00:36.7,Defense,Air Force,Fixed Price with Economic Price Adjustment,1538287695,1221
2011,00:36.7,Defense,Air Force,Labor Hours,544522940.6,2509
2011,00:36.7,Defense,Air Force,Not Reported,-2566905.57,39
2011,00:36.7,Defense,Army,Cost No Fee,2976147705,3271
2011,00:36.7,Defense,Army,Cost Plus Incentive,1784888049,613
2011,00:36.7,Defense,Army,Cost Sharing,28325905.03,117
2011,00:36.7,Defense,Army,Fixed Price with Economic Price Adjustment,1819238150,4221
2011,00:36.7,Defense,DLA,Cost Plus Incentive,16503845.4,4
2011,00:36.7,Defense,MDA,Fixed Price Level of Effort,525849.82,4
2011,00:36.7,Defense,MilitaryHealth,Order Dependent (IDV only),0,NULL
2008,00:36.7,Defense,Air Force,Cost No Fee,1801899155,5365
2008,00:36.7,Defense,Air Force,Cost Plus Award Fee,8423663455,3194
2008,00:36.7,Defense,Air Force,Cost Plus Fixed Fee,10597750853,17183
2008,00:36.7,Defense,Air Force,Labor Hours,840267909.4,2680
2008,00:36.7,Defense,Air Force,Order Dependent (IDV only),0,NULL
2008,00:36.7,Defense,Army,Cost Plus Incentive,1354928855,547
2008,00:36.7,Defense,Army,Fixed Price Redetermination,556158078.4,223
2008,00:36.7,Defense,DLA,Cost Plus Incentive,8616114,3
2008,00:36.7,Defense,DLA,Fixed Price Redetermination,112267112.3,1035
2008,00:36.7,Defense,MilitaryHealth,Cost Plus Incentive,7001934525,446
2008,00:36.7,Defense,MilitaryHealth,Fixed Price Award Fee,93406806.64,8
2008,00:36.7,Defense,Other DoD,Cost Sharing,1626949.14,6
2008,00:36.7,Defense,Other DoD,Fixed Price Award Fee,186269617.6,192
2008,00:36.7,Defense,Other DoD,Fixed Price Redetermination,13505507.58,7
2009,00:36.7,Defense,Air Force,Combination (two or more),4516267841,8079
2009,00:36.7,Defense,Air Force,Time and Materials,2748664150,6874
2009,00:36.7,Defense,Army,Cost Plus Fixed Fee,12142137517,11876
2009,00:36.7,Defense,Army,Fixed Price Level of Effort,370267568.3,520
2009,00:36.7,Defense,DLA,Fixed Price Level of Effort,3321371.21,5
2009,00:36.7,Defense,MDA,Firm Fixed Price,273203193.2,617
2009,00:36.7,Defense,MDA,Not Reported,8435598.38,5
2009,00:36.7,Defense,Navy,Cost Sharing,4020346.32,42
2009,00:36.7,Defense,Other DoD,Cost No Fee,260826025.2,540
2009,00:36.7,Defense,Other DoD,Cost Plus Fixed Fee,2097678422,4529
2009,00:36.7,Defense,Other DoD,Labor Hours,60271343.32,300
2009,00:36.7,Defense,Other DoD,Order Dependent (IDV only),0,NULL
2010,00:36.7,Defense,Air Force,Cost Plus Fixed Fee,9886108204,17874
2010,00:36.7,Defense,Air Force,Labor Hours,901507373.1,2955
2010,00:36.7,Defense,Air Force,Other (none of the above),59051.68,1
2010,00:36.7,Defense,MDA,Cost Plus Award Fee,3060798194,994
2010,00:36.7,Defense,MDA,Cost Plus Incentive,1103415955,167
2010,00:36.7,Defense,MilitaryHealth,Cost Plus Incentive,8817755039,562
2010,00:36.7,Defense,MilitaryHealth,Firm Fixed Price,1224941947,386
2010,00:36.7,Defense,Navy,Cost No Fee,1046986668,4941
2010,00:36.7,Defense,Navy,Labor Hours,68246285.28,661
2010,00:36.7,Defense,Other DoD,Fixed Price Redetermination,598527.77,16
2010,00:36.7,Defense,Other DoD,Time and Materials,778994926.8,3486
2011,00:36.7,Defense,Air Force,Time and Materials,1623042483,5073
2011,00:36.7,Defense,Army,Fixed Price Level of Effort,421326652.7,627
2011,00:36.7,Defense,DLA,Fixed Price Award Fee,4777652.14,16
2011,00:36.7,Defense,DLA,Fixed Price Level of Effort,2247695.46,10
2011,00:36.7,Defense,DLA,Fixed Price with Economic Price Adjustment,14456231544,26512
2011,00:36.7,Defense,MDA,Combination (two or more),-153229.91,3
2011,00:36.7,Defense,MDA,Fixed Price Incentive,38937636.3,12
2011,00:36.7,Defense,MDA,Order Dependent (IDV only),0,NULL
2005,00:36.7,Defense,Air Force,Labor Hours,314222933.8,945
2005,00:36.7,Defense,Army,Fixed Price with Economic Price Adjustment,1521294488,7112
2005,00:36.7,Defense,DLA,Cost No Fee,14374709,44
2005,00:36.7,Defense,DLA,Labor Hours,27498987.47,85
2005,00:36.7,Defense,MilitaryHealth,Firm Fixed Price,445145683,383
2005,00:36.7,Defense,Navy,Firm Fixed Price,26263703303,224119
2005,00:36.7,Defense,Other DoD,Cost Sharing,3825209.43,22
2005,00:36.7,Defense,Other DoD,Fixed Price Award Fee,14296597.39,46
2005,00:36.7,Defense,Other DoD,Fixed Price Level of Effort,6092709,5
2005,00:36.7,Defense,Other DoD,Fixed Price with Economic Price Adjustment,710992799,2569
2005,00:36.7,Defense,Other DoD,Time and Materials,1692043377,2613
2006,00:36.7,Defense,Air Force,Combination (two or more),1265410587,1224
2006,00:36.7,Defense,Air Force,Fixed Price with Economic Price Adjustment,1299478290,894
2006,00:36.7,Defense,Air Force,Time and Materials,3766748295,7238
2006,00:36.7,Defense,Army,Combination (two or more),1816716640,2906
2006,00:36.7,Defense,Army,Fixed Price Incentive,470977818.8,68
2006,00:36.7,Defense,Army,Fixed Price Level of Effort,41549762.67,168
2006,00:36.7,Defense,Army,Not Reported,1273146967,16187
2006,00:36.7,Defense,DLA,Combination (two or more),3361431,11
2006,00:36.7,Defense,DLA,Cost Sharing,3316993.61,14
2006,00:36.7,Defense,DLA,Fixed Price Incentive,215750561,1222
2006,00:36.7,Defense,DLA,Fixed Price with Economic Price Adjustment,14713624306,53205
2006,00:36.7,Defense,DLA,Not Reported,409271221.3,7562
2006,00:36.7,Defense,DLA,Time and Materials,98338369.6,279
2006,00:36.7,Defense,MDA,Combination (two or more),209822855.6,285
2006,00:36.7,Defense,MDA,Not Reported,3735141.46,38
2006,00:36.7,Defense,MDA,Time and Materials,3269494,8
2006,00:36.7,Defense,MilitaryHealth,Fixed Price Redetermination,93931248,24
2006,00:36.7,Defense,Navy,Combination (two or more),681014281.7,508
2006,00:36.7,Defense,Navy,Cost Plus Award Fee,15965223292,10688
2006,00:36.7,Defense,Navy,Order Dependent (IDV only),0,NULL
2006,00:36.7,Defense,Navy,Other (none of the above),223101.16,3
2006,00:36.7,Defense,Other DoD,Cost No Fee,128027510.7,237
2006,00:36.7,Defense,Other DoD,Labor Hours,96266782.02,298
2006,00:36.7,Defense,Other DoD,Not Reported,526430596.3,4589
2007,00:36.7,Defense,Air Force,Fixed Price Redetermination,707910,5
2007,00:36.7,Defense,Army,Labor Hours,471560412.5,1088
2007,00:36.7,Defense,DLA,Cost No Fee,429000,39
2007,00:36.7,Defense,DLA,Labor Hours,4678482.76,44
2007,00:36.7,Defense,MilitaryHealth,Firm Fixed Price,932184858.9,360
2007,00:36.7,Defense,Navy,Fixed Price Redetermination,-4404165.87,22
2007,00:36.7,Defense,Other DoD,Fixed Price with Economic Price Adjustment,166055184.6,6362
2007,00:36.7,Defense,Other DoD,Time and Materials,1535267217,3170
2008,00:36.7,Defense,Air Force,Firm Fixed Price,26561501911,146303
2008,00:36.7,Defense,Army,Combination (two or more),10305146324,18179
2005,00:36.7,Defense,Navy,Fixed Price Redetermination,34778622,303
2005,00:36.7,Defense,Navy,Not Reported,1923549049,35257
2005,00:36.7,Defense,Other DoD,Cost Plus Incentive,31464213,10
2006,00:36.7,Defense,Air Force,Cost Sharing,33550322,61
2006,00:36.7,Defense,Air Force,Firm Fixed Price,31761830403,127442
2006,00:36.7,Defense,Air Force,Fixed Price Incentive,1149939092,678
2006,00:36.7,Defense,MilitaryHealth,Combination (two or more),0,3
2006,00:36.7,Defense,Navy,Cost Plus Incentive,4139733373,1752
2006,00:36.7,Defense,Other DoD,Combination (two or more),457502657.4,619
2006,00:36.7,Defense,Other DoD,Fixed Price Incentive,352646783,461
2007,00:36.7,Defense,Air Force,Cost No Fee,1767132706,4089
2007,00:36.7,Defense,Air Force,Cost Plus Award Fee,10075948151,3809
2007,00:36.7,Defense,Air Force,Fixed Price with Economic Price Adjustment,1780408224,1262
2007,00:36.7,Defense,Air Force,Labor Hours,504760800.1,1836
2007,00:36.7,Defense,Air Force,Order Dependent (IDV only),0,NULL
2007,00:36.7,Defense,Army,Cost Plus Incentive,1670207636,586
2007,00:36.7,Defense,Army,Cost Sharing,29227396.08,161
